year,fg_name,fg_name_norm,match_method,match_score,ibw_rank,ibw_name,ibw_name_norm,ibw_url
2025,Nestor German,nestor german,none,0,,,,
2025,Grant Rogers,grant rogers,none,0,,,,
2025,Alonzo Tredwell,alonzo tredwell,none,0,,,,
2025,Bishop Letson,bishop letson,none,0,,,,
2025,Travis Sykora,travis sykora,none,0,,,,
2025,Steven Echavarria,steven echavarria,none,0,,,,
2025,Nazier Mule,nazier mule,none,0,,,,
2025,Cole Schoenwetter,cole schoenwetter,none,0,,,,
2025,Zander Mueth,zander mueth,none,0,,,,
2025,Chris Kean,chris kean,none,0,,,,
2025,Paul Wilson,paul wilson,none,0,,,,
2025,Hyun-Seok Jang,hyun-seok jang,none,0,,,,
2025,Hiro Wyatt,hiro wyatt,none,0,,,,
2025,Adrian Herrera,adrian herrera,none,0,,,,
2025,Trevor Harrison,trevor harrison,none,0,,,,
2025,Jaxon Wiggins,jaxon wiggins,none,0,,,,
2025,Alex Makarewich,alex makarewich,none,0,,,,
2025,Wyatt Crowell,wyatt crowell,none,0,,,,
2025,Branneli Franco,branneli franco,none,0,,,,
2025,Yoel Roque,yoel roque,none,0,,,,
2025,Jose Feliz,jose feliz,none,0,,,,
2025,Kifraidy Encarnacion,kifraidy encarnacion,none,0,,,,
2025,Anderson Brito,anderson brito,none,0,,,,
2025,Luis Maracara,luis maracara,none,0,,,,
2025,Gregory Sanchez,gregory sanchez,none,0,,,,
2025,Yhoiker Fajardo,yhoiker fajardo,none,0,,,,
2025,Reinold Navarro,reinold navarro,none,0,,,,
2025,Manuel Genao,manuel genao,none,0,,,,
2025,Jose Paulino,jose paulino,none,0,,,,
2025,Jose Paulino,jose paulino,none,0,,,,
2025,Esteban Mejia,esteban mejia,none,0,,,,
2025,Esteban Mejia,esteban mejia,none,0,,,,
2025,Manuel Davila,manuel davila,none,0,,,,
2025,Oliver Gonzalez,oliver gonzalez,none,0,,,,
2025,Reiner Lopez,reiner lopez,none,0,,,,
2025,JeanPierre Ortiz,jeanpierre ortiz,none,0,,,,
2025,Sterling Patick,sterling patick,none,0,,,,
2025,Grayson Hitt,grayson hitt,none,0,,,,
2025,Bryan Balzer,bryan balzer,none,0,,,,
2025,Caden Scarborough,caden scarborough,none,0,,,,
2025,Humberto Cruz,humberto cruz,none,0,,,,
2025,Teddy McGraw,teddy mcgraw,none,0,,,,
2025,Hunter Cranton,hunter cranton,none,0,,,,
2025,Fulton Lockhart,fulton lockhart,none,0,,,,
2025,Najer Victor,najer victor,none,0,,,,
2025,Caden Favors,caden favors,none,0,,,,
2025,Omar Montano,omar montano,none,0,,,,
2025,Luke Hayden,luke hayden,none,0,,,,
2025,Pierce George,pierce george,none,0,,,,
2025,Hagen Smith,hagen smith,none,0,,,,
2025,Bryce Mayer,bryce mayer,none,0,,,,
2025,Josh Mallitz,josh mallitz,none,0,,,,
2025,Tyson Neighbors,tyson neighbors,none,0,,,,
2025,Logan Samuels,logan samuels,none,0,,,,
2025,Tyson Hardin,tyson hardin,none,0,,,,
2025,Josh Randall,josh randall,none,0,,,,
2025,Herick Hernandez,herick hernandez,none,0,,,,
2025,Will Watson,will watson,none,0,,,,
2025,Cam Caminiti,cam caminiti,none,0,,,,
2025,Ryan Lambert,ryan lambert,none,0,,,,
2025,Aidan Foeller,aidan foeller,none,0,,,,
2025,Twine Palmer,twine palmer,none,0,,,,
2025,Josh Hartle,josh hartle,none,0,,,,
2025,Frank Elissalt,frank elissalt,none,0,,,,
2025,Cole Hertzler,cole hertzler,none,0,,,,
2025,Brock Moore,brock moore,none,0,,,,
2025,Dylan Ross,dylan ross,none,0,,,,
2025,Ethan Bagwell,ethan bagwell,none,0,,,,
2025,Blake Aita,blake aita,none,0,,,,
2025,Chase Allsup,chase allsup,none,0,,,,
2025,Brooks Auger,brooks auger,none,0,,,,
2025,Drew Beam,drew beam,none,0,,,,
2025,Brody Brecht,brody brecht,none,0,,,,
2025,A.J. Causey,a.j. causey,none,0,,,,
2025,Jurrangelo Cijntje,jurrangelo cijntje,none,0,,,,
2025,Dennis Colleran,dennis colleran,none,0,,,,
2025,Chris Cortez,chris cortez,none,0,,,,
2025,Bryce Cunningham,bryce cunningham,none,0,,,,
2025,Braden Davis,braden davis,none,0,,,,
2025,Nate Dohm,nate dohm,none,0,,,,
2025,Daniel Eagen,daniel eagen,none,0,,,,
2025,Ty Floyd,ty floyd,none,0,,,,
2025,Connor Foley,connor foley,none,0,,,,
2025,Austin Gordon,austin gordon,none,0,,,,
2025,David Hagaman,david hagaman,none,0,,,,
2025,Ben Hess,ben hess,none,0,,,,
2025,Luke Holman,luke holman,none,0,,,,
2025,John Holobetz,john holobetz,none,0,,,,
2025,Lebarron Johnson Jr.,lebarron johnson jr.,none,0,,,,
2025,Gage Jump,gage jump,none,0,,,,
2025,Jackson Kent,jackson kent,none,0,,,,
2025,L.P. Langevin,l.p. langevin,none,0,,,,
2025,Aiden May,aiden may,none,0,,,,
2025,Niko Mazza,niko mazza,none,0,,,,
2025,Matt McShane,matt mcshane,none,0,,,,
2025,Cole Peschl,cole peschl,none,0,,,,
2025,Jonathan Santucci,jonathan santucci,none,0,,,,
2025,Luke Sinnard,luke sinnard,none,0,,,,
2025,Parker Smith,parker smith,none,0,,,,
2025,Khal Stephen,khal stephen,none,0,,,,
2025,Sam Stuhr,sam stuhr,none,0,,,,
2025,Yoel Tejeda Jr.,yoel tejeda jr.,none,0,,,,
2025,Mike Villani,mike villani,none,0,,,,
2025,Jakob Wright,jakob wright,none,0,,,,
2025,Jack Hostetler,jack hostetler,none,0,,,,
2025,Raudy Reyes,raudy reyes,none,0,,,,
2025,Owen Hall,owen hall,none,0,,,,
2025,Ethan Schiefelbein,ethan schiefelbein,none,0,,,,
2025,Levi Sterling,levi sterling,none,0,,,,
2025,Braylon Doughty,braylon doughty,none,0,,,,
2025,Drake George,drake george,none,0,,,,
2025,Logan Tabeling,logan tabeling,none,0,,,,
2025,Bryce Meccage,bryce meccage,none,0,,,,
2025,Dasan Hill,dasan hill,none,0,,,,
2025,Kash Mayfield,kash mayfield,none,0,,,,
2025,Hunter Dryden,hunter dryden,none,0,,,,
2025,Johnny King,johnny king,none,0,,,,
2025,Ryan Sloan,ryan sloan,none,0,,,,
2025,Brandon Clarke,brandon clarke,none,0,,,,
2025,Boston Bateman,boston bateman,none,0,,,,
2025,Brady Smith,brady smith,none,0,,,,
2025,Trey Gregory-Alford,trey gregory-alford,none,0,,,,
2025,Kannon Kemp,kannon kemp,none,0,,,,
2025,Conrad Cason,conrad cason,none,0,,,,
2025,Dylan Jordan,dylan jordan,none,0,,,,
2025,Nate Payne,nate payne,none,0,,,,
2025,Joey Oakie,joey oakie,none,0,,,,
2025,David Shields,david shields,none,0,,,,
2025,Grant Shepardson,grant shepardson,none,0,,,,
2025,Maicol Reyes,maicol reyes,none,0,,,,
2025,Enyel Lopez,enyel lopez,none,0,,,,
2025,Chase Mobley,chase mobley,none,0,,,,
2025,Cole Miller,cole miller,none,0,,,,
2025,Kevin Defrank,kevin defrank,none,0,,,,
2025,Carlos Alvarez,carlos alvarez,none,0,,,,
2025,Sadbiel Delzine,sadbiel delzine,none,0,,,,
2025,Adrian  Pena,adrian pena,none,0,,,,
2025,Santiago Castellanos,santiago castellanos,none,0,,,,
2025,Pedro Montero,pedro montero,none,0,,,,
2025,Eiver Mosquera,eiver mosquera,none,0,,,,
