Org,PlayerName,name_norm,pitcherlist_org_rank,pitcherlist_match_method,pitcherlist_match_score,pitcherlist_in_list
TEX,Kolton Curtis,kolton curtis,,none,0.0,False
SFG,Trent Harris,trent harris,,none,50.0,False
TEX,Paul Bonzagni,paul bonzagni,,none,0.0,False
LAA,Camden Minacci,camden minacci,,none,44.44444444444444,False
ARI,Hayden Durke,hayden durke,,none,54.54545454545455,False
ARI,Roman Angelo,roman angelo,,none,50.0,False
TEX,Skylar Hales,skylar hales,,none,0.0,False
TEX,Ryan Lobus,ryan lobus,,none,0.0,False
PIT,Carlson Reed,carlson reed,,none,51.851851851851855,False
HOU,Colby Langford,colby langford,,none,43.47826086956522,False
CIN,Sheng-En  Lin,sheng en lin,,none,43.47826086956522,False
CHW,Carson Jacobs,carson jacobs,,none,46.15384615384615,False
STL,Chen-Wei Lin,chen wei lin,15,fuzzy,100.0,True
STL,Jacob Odle,jake odle,,none,46.15384615384615,False
ARI,Kyle Amendt,kyle amendt,,none,50.0,False
CLE,Matt Jachec,matt jachec,,none,53.333333333333336,False
MIL,K.C. Hunt,k c hunt,,none,33.33333333333333,False
TOR,Bo Bonds,bo bonds,,none,38.46153846153846,False
ATH,Will Johnston,will johnston,,none,43.47826086956522,False
MIA,Noble Meyer,noble meyer,5,fuzzy,100.0,True
CHW,Seth Keener,seth keener,,none,54.54545454545455,False
CHW,Christian Oppor,christian oppor,10,fuzzy,100.0,True
STL,Ixan Henderson,ixan henderson,7,fuzzy,100.0,True
ATL,Lucas Braun,lucas braun,11,fuzzy,100.0,True
HOU,Ethan Pecko,ethan pecko,10,fuzzy,100.0,True
BAL,Patrick Reilly,pat reilly,,none,38.095238095238095,False
TBR,T.J. Nichols,t j nichols,11,fuzzy,100.0,True
PIT,Jaden Woods,jaden woods,,none,40.0,False
SFG,Jacob Bresnahan,jake bresnahan,8,fuzzy,100.0,True
LAA,Barrett Kent,barrett kent,14,fuzzy,100.0,True
MIL,Tate Kuehner,tate kuehner,,none,44.44444444444444,False
ARI,Junior Ciprian,junior ciprian,,none,50.0,False
BAL,Ty Weatherly,ty weatherly,,none,43.47826086956522,False
SFG,Joe Whitman,joe whitman,,none,38.46153846153846,False
DET,Jaden Hamm,jaden hamm,8,fuzzy,100.0,True
BAL,Kiefer Lord,kiefer lord,,none,41.666666666666664,False
COL,Isaiah Coupet,isaiah coupet,,none,38.46153846153846,False
COL,Jack Mahoney,jack mahoney,,none,41.666666666666664,False
COL,Jack Mahoney,jack mahoney,,none,41.666666666666664,False
KCR,Josh Hansell,josh hansell,,none,41.666666666666664,False
HOU,James Hicks,jim hicks,,none,34.78260869565217,False
COL,Sean Sullivan,sean sullivan,13,fuzzy,100.0,True
COL,Sean Sullivan,sean sullivan,13,fuzzy,100.0,True
CLE,Matt Wilkinson,matt wilkinson,12,fuzzy,100.0,True
CIN,Cody Adcock,cody adcock,,none,43.47826086956522,False
SFG,Cale Lansville,cale lansville,,none,44.44444444444444,False
MIA,Nigel Belgrave,nigel belgrave,,none,40.0,False
MIA,Josh Ekness,josh ekness,,none,43.47826086956522,False
ATH,Kade Morris,kade morris,,none,60.869565217391305,False
BOS,Hayden Mullins,hayden mullins,18,fuzzy,100.0,True
BOS,Blake Wehunt,blake wehunt,,none,41.666666666666664,False
BAL,Trey Gibson,trey gibson,6,fuzzy,100.0,True
MIA,Thomas White,tom white,2,fuzzy,100.0,True
TBR,Owen Wild,owen wild,,none,50.0,False
NYM,Jack Wenninger,jack wenninger,10,fuzzy,100.0,True
LAD,Patrick Copen,pat copen,,none,43.47826086956522,False
BAL,Braxton Bragg,braxton bragg,,none,51.851851851851855,False
ATL,Drue Hackenberg,drue hackenberg,,none,46.666666666666664,False
ATL,Garrett Baumann,garrett baumann,6,fuzzy,100.0,True
TOR,Landen Maroudis,landen maroudis,,none,55.172413793103445,False
TOR,Juaron Watts-Brown,juaron watts brown,,none,40.0,False
MIL,Brett Wichrowski,brett wichrowski,,none,42.857142857142854,False
STL,Quinn Mathews,quinn mathews,5,fuzzy,100.0,True
TBR,Ty Johnson,ty johnson,,none,50.0,False
HOU,Jackson Nezuh,jackson nezuh,,none,45.45454545454545,False
WSN,Alex Clemmey,alex clemmey,8,fuzzy,100.0,True
LAA,George Klassen,george klassen,2,fuzzy,100.0,True
BAL,Levi Wells,levi wells,,none,45.45454545454545,False
MIL,Ryan Birchard,ryan birchard,,none,56.0,False
MIN,Charlee Soto,charlee soto,,none,35.71428571428571,False
TOR,Kai Peterson,kai peterson,,none,40.0,False
ARI,Sam Knowlton,sam knowlton,,none,38.46153846153846,False
TBR,Jackson Baumeister,jackson baumeister,,none,41.37931034482759,False
PIT,Khristian Curtis,khristian curtis,,none,42.42424242424242,False
BOS,Jojo Ingrassia,jojo ingrassia,,none,48.0,False
BAL,Michael Forret,mike forret,,none,45.45454545454545,False
NYY,Ben Shields,ben shields,,none,73.6842105263158,False
CHC,Nick Dean,nick dean,,none,42.10526315789474,False
BAL,Zach Fruit,zach fruit,,none,36.36363636363637,False
CHC,Will Sanders,will sanders,,none,54.54545454545455,False
TBR,Drew Dowd,drew dowd,,none,47.61904761904762,False
KCR,Blake Wolters,blake wolters,6,fuzzy,100.0,True
LAD,Eriq Swan,eriq swan,,none,52.63157894736842,False
TBR,Brody Hopkins,brody hopkins,2,fuzzy,100.0,True
BAL,Nestor German,nestor german,12,fuzzy,100.0,True
TOR,Grant Rogers,grant rogers,,none,40.0,False
HOU,Alonzo Tredwell,alonzo tredwell,14,fuzzy,100.0,True
MIL,Bishop Letson,bishop letson,13,fuzzy,100.0,True
WSN,Travis Sykora,travis sykora,2,fuzzy,100.0,True
ATH,Steven Echavarria,steve echavarria,10,fuzzy,100.0,True
CHC,Nazier Mule,nazier mule,,none,45.45454545454545,False
CIN,Cole Schoenwetter,cole schoenwetter,,none,48.275862068965516,False
PIT,Zander Mueth,zander mueth,,none,53.84615384615385,False
NYY,Chris Kean,chris kean,,none,52.17391304347826,False
DET,Paul Wilson,paul wilson,,none,50.0,False
LAD,Hyun-Seok Jang,hyun seok jang,,none,50.0,False
KCR,Hiro Wyatt,hiro wyatt,,none,50.0,False
CIN,Adrian Herrera,adrian herrera,,none,50.0,False
TBR,Trevor Harrison,trevor harrison,,none,55.172413793103445,False
CHC,Jaxon Wiggins,jaxon wiggins,1,fuzzy,100.0,True
LAD,Alex Makarewich,alex makarewich,,none,50.0,False
LAD,Wyatt Crowell,wyatt crowell,,none,43.47826086956522,False
STL,Branneli Franco,branneli franco,,none,53.333333333333336,False
MIN,Yoel Roque,yoel roque,,none,52.17391304347826,False
WSN,Jose Feliz,jose feliz,,none,47.61904761904762,False
MIA,Kifraidy Encarnacion,kifraidy encarnacion,,none,76.92307692307692,False
HOU,Anderson Brito,anderson brito,,none,38.46153846153846,False
SDP,Luis Maracara,luis maracara,,none,43.47826086956522,False
COL,Gregory Sanchez,greg sanchez,,none,43.47826086956522,False
BOS,Yhoiker Fajardo,yhoiker fajardo,,none,38.70967741935484,False
PIT,Reinold Navarro,reinold navarro,,none,100.0,False
MIA,Manuel Genao,manuel genao,,none,46.15384615384615,False
MIA,Jose Paulino,jose paulino,,none,50.0,False
MIA,Jose Paulino,jose paulino,,none,50.0,False
BAL,Esteban Mejia,esteban mejia,8,fuzzy,100.0,True
BAL,Esteban Mejia,esteban mejia,8,fuzzy,100.0,True
SDP,Manuel Davila,manuel davila,,none,46.15384615384615,False
LAD,Oliver Gonzalez,oliver gonzalez,,none,48.0,False
STL,Reiner Lopez,reiner lopez,,none,53.84615384615385,False
CIN,JeanPierre Ortiz,jeanpierre ortiz,,none,43.75,False
LAD,Sterling Patick,sterling patick,,none,45.16129032258065,False
ARI,Grayson Hitt,grayson hitt,,none,50.0,False
SDP,Bryan Balzer,bryan balzer,,none,40.0,False
TEX,Caden Scarborough,caden scarborough,,none,0.0,False
SDP,Humberto Cruz,humberto cruz,6,fuzzy,100.0,True
SEA,Teddy McGraw,teddy mcgraw,14,fuzzy,100.0,True
SEA,Hunter Cranton,hunter cranton,,none,50.0,False
LAA,Fulton Lockhart,fulton lockhart,,none,38.46153846153846,False
LAA,Najer Victor,najer victor,,none,48.0,False
CLE,Caden Favors,caden favors,,none,46.15384615384615,False
MIN,Omar Montano,omar montano,,none,56.0,False
CIN,Luke Hayden,luke hayden,,none,48.0,False
CHW,Pierce George,pierce george,,none,63.1578947368421,False
CHW,Hagen Smith,hagen smith,4,fuzzy,100.0,True
HOU,Bryce Mayer,bryce mayer,11,fuzzy,100.0,True
SDP,Josh Mallitz,josh mallitz,,none,48.0,False
SDP,Tyson Neighbors,tyson neighbors,,none,50.0,False
ATL,Logan Samuels,logan samuels,,none,44.44444444444444,False
MIL,Tyson Hardin,tyson hardin,9,fuzzy,100.0,True
DET,Josh Randall,josh randall,,none,43.47826086956522,False
ATL,Herick Hernandez,herick hernandez,,none,48.275862068965516,False
NYM,Will Watson,will watson,16,fuzzy,100.0,True
ATL,Cam Caminiti,cam caminiti,2,fuzzy,100.0,True
NYM,Ryan Lambert,ryan lambert,,none,56.0,False
LAD,Aidan Foeller,aidan foeller,,none,43.47826086956522,False
HOU,Twine Palmer,twine palmer,,none,48.0,False
CLE,Josh Hartle,josh hartle,,none,50.0,False
NYM,Frank Elissalt,frank elissalt,,none,56.0,False
HOU,Cole Hertzler,cole hertzler,,none,61.53846153846154,False
SEA,Brock Moore,brock moore,,none,52.17391304347826,False
NYM,Dylan Ross,dylan ross,,none,45.45454545454545,False
ATL,Ethan Bagwell,ethan bagwell,,none,47.61904761904762,False
BOS,Blake Aita,blake aita,,none,57.142857142857146,False
BAL,Chase Allsup,chase allsup,,none,43.47826086956522,False
LAD,Brooks Auger,brooks auger,,none,38.46153846153846,False
KCR,Drew Beam,drew beam,10,fuzzy,100.0,True
COL,Brody Brecht,brody brecht,6,fuzzy,100.0,True
KCR,A.J. Causey,a j causey,,none,43.47826086956522,False
SEA,Jurrangelo Cijntje,jurrangelo cijntje,7,fuzzy,100.0,True
KCR,Dennis Colleran,dennis colleran,,none,50.0,False
LAA,Chris Cortez,chris cortez,12,fuzzy,100.0,True
NYY,Bryce Cunningham,bryce cunningham,7,fuzzy,100.0,True
STL,Braden Davis,braden davis,12,fuzzy,100.0,True
NYM,Nate Dohm,nate dohm,,none,43.47826086956522,False
ARI,Daniel Eagen,dan eagen,9,fuzzy,100.0,True
CIN,Ty Floyd,ty floyd,,none,50.0,False
ARI,Connor Foley,connor foley,,none,40.0,False
LAA,Austin Gordon,austin gordon,,none,42.857142857142854,False
TEX,David Hagaman,dave hagaman,,none,0.0,False
NYY,Ben Hess,ben hess,6,fuzzy,100.0,True
CIN,Luke Holman,luke holman,,none,50.0,False
BOS,John Holobetz,john holobetz,19,fuzzy,100.0,True
COL,Lebarron Johnson Jr.,lebarron johnson,,none,42.857142857142854,False
ATH,Gage Jump,gage jump,3,fuzzy,100.0,True
WSN,Jackson Kent,jackson kent,,none,61.53846153846154,False
KCR,L.P. Langevin,l p langevin,,none,43.47826086956522,False
MIA,Aiden May,aiden may,,none,54.54545454545455,False
SFG,Niko Mazza,niko mazza,,none,38.095238095238095,False
BOS,Matt McShane,matt mcshane,,none,41.666666666666664,False
MIN,Cole Peschl,cole peschl,,none,46.15384615384615,False
NYM,Jonathan Santucci,jon santucci,11,fuzzy,100.0,True
ATL,Luke Sinnard,luke sinnard,,none,37.03703703703704,False
HOU,Parker Smith,parker smith,,none,46.15384615384615,False
TOR,Khal Stephen,khal stephen,,none,44.44444444444444,False
ATH,Sam Stuhr,sam stuhr,,none,47.61904761904762,False
WSN,Yoel Tejeda Jr. ,yoel tejeda,,none,36.36363636363637,False
CIN,Mike Villani,mike villani,,none,48.0,False
LAD,Jakob Wright,jakob wright,,none,38.46153846153846,False
MIL,Jack Hostetler,jack hostetler,,none,41.666666666666664,False
ATL,Raudy Reyes,raudy reyes,,none,45.45454545454545,False
DET,Owen Hall,owen hall,10,fuzzy,100.0,True
DET,Ethan Schiefelbein,ethan schiefelbein,,none,42.42424242424242,False
PIT,Levi Sterling,levi sterling,,none,42.857142857142854,False
CLE,Braylon Doughty,braylon doughty,8,fuzzy,100.0,True
SFG,Drake George,drake george,,none,53.84615384615385,False
LAD,Logan Tabeling,logan tabeling,,none,61.53846153846154,False
MIL,Bryce Meccage,bryce meccage,14,fuzzy,100.0,True
MIN,Dasan Hill,dasan hill,6,fuzzy,100.0,True
SDP,Kash Mayfield,kash mayfield,4,fuzzy,100.0,True
SFG,Hunter Dryden,hunter dryden,,none,50.0,False
TOR,Johnny King,johnny king,5,fuzzy,100.0,True
SEA,Ryan Sloan,ryan sloan,6,fuzzy,100.0,True
BOS,Brandon Clarke,brandon clarke,,none,53.84615384615385,False
SDP,Boston Bateman,boston bateman,,none,40.0,False
LAD,Brady Smith,brady smith,,none,40.0,False
LAA,Trey Gregory-Alford,trey gregory alford,6,fuzzy,100.0,True
SDP,Kannon Kemp,kannon kemp,,none,43.47826086956522,False
BOS,Conrad Cason,conrad cason,,none,58.333333333333336,False
LAA,Dylan Jordan,dylan jordan,,none,52.17391304347826,False
MIA,Nate Payne,nate payne,,none,43.47826086956522,False
CLE,Joey Oakie,joey oakie,,none,60.869565217391305,False
KCR,David Shields,dave shields,4,fuzzy,100.0,True
MIA,Grant Shepardson,grant shepardson,,none,46.15384615384615,False
TEX,Maicol Reyes,maicol reyes,,none,0.0,False
TEX,Enyel Lopez,enyel lopez,,none,0.0,False
CLE,Chase Mobley,chase mobley,,none,61.53846153846154,False
ATH,Cole Miller,cole miller,18,fuzzy,100.0,True
MIA,Kevin Defrank,kevin defrank,9,fuzzy,100.0,True
SDP,Carlos Alvarez,carlos alvarez,,none,41.37931034482759,False
BOS,Sadbiel Delzine,sadbiel delzine,,none,51.851851851851855,False
MIA,Adrian  Pena,adrian pena,,none,58.333333333333336,False
MIN,Santiago Castellanos,santiago castellanos,,none,41.1764705882353,False
MIA,Pedro Montero,pedro montero,,none,50.0,False
MIA,Eiver Mosquera,eiver mosquera,,none,48.0,False
