Org,PlayerName,p1500_org_rank,p1500_match_method,p1500_match_score,p1500_in_list,p1500_org_slug,p1500_source_url,p1500_scraped_date
SDP,Kash Mayfield,,none,53.84615384615385,False,,,
SFG,Hunter Dryden,46,fuzzy,100.0,True,,https://www.prospects1500.com/top-50-lists/san-francisco-giants-top-50-prospects-2026/,2026-02-05
TOR,Johnny King,5,fuzzy,100.0,True,,https://www.prospects1500.com/top-50-lists/toronto-blue-jays-top-50-prospects-2026/,2026-02-05
SEA,Ryan Sloan,,none,0.0,False,,,
BOS,Brandon Clarke,,none,0.0,False,,,
SDP,Boston Bateman,,none,46.15384615384615,False,,,
LAD,Brady Smith,,none,0.0,False,,,
LAA,Trey Gregory-Alford,7,fuzzy,100.0,True,,https://www.prospects1500.com/top-50-lists/los-angeles-angels-top-50-prospects-2026/,2026-02-05
SDP,Kannon Kemp,29,fuzzy,100.0,True,,https://www.prospects1500.com/top-50-lists/san-diego-padres-top-50-prospects-2026/,2026-02-05
BOS,Conrad Cason,,none,0.0,False,,,
LAA,Dylan Jordan,17,fuzzy,100.0,True,,https://www.prospects1500.com/top-50-lists/los-angeles-angels-top-50-prospects-2026/,2026-02-05
MIA,Nate Payne,,none,0.0,False,,,
CLE,Joey Oakie,,none,0.0,False,,,
KCR,David Shields,6,fuzzy,100.0,True,,https://www.prospects1500.com/top-50-lists/kansas-city-royals-top-50-prospects-2026/,2026-02-05
MIA,Grant Shepardson,,none,0.0,False,,,
TEX,Maicol Reyes,,none,64.0,False,,,
TEX,Enyel Lopez,49,fuzzy,100.0,True,,https://www.prospects1500.com/top-50-lists/texas-rangers-top-50-prospects-2026/,2026-02-05
CLE,Chase Mobley,,none,0.0,False,,,
ATH,Cole Miller,24,fuzzy,100.0,True,,https://www.prospects1500.com/top-50-lists/athletics-top-50-prospects-2026/,2026-02-05
MIA,Kevin Defrank,,none,0.0,False,,,
SDP,Carlos Alvarez,30,fuzzy,100.0,True,,https://www.prospects1500.com/top-50-lists/san-diego-padres-top-50-prospects-2026/,2026-02-05
BOS,Sadbiel Delzine,,none,0.0,False,,,
MIA,Adrian  Pena,,none,0.0,False,,,
MIN,Santiago Castellanos,,none,0.0,False,,,
MIA,Pedro Montero,,none,0.0,False,,,
MIA,Eiver Mosquera,,none,0.0,False,,,
