playerId,PlayerName,Org,Level,Age,IP,BB%,K%,GB%,ERA,xFIP,K-BB%
15817.0,Erick Mejia,WSN,,30.3944444,49.0,0.1588785,0.27102804,0.341880341,4.591836734693878,4.2484779927195335,
21131.0,Jose Espada,SDP,,28.1083333,59.0,0.14344262,0.35245902,0.33898305,4.11864406779661,3.84316322562683,
21229.0,Daniel Robert,PHI,,30.5861111,33.0,0.08053691,0.28187919,0.34090909,3.272726303290032,3.9931304093170072,
21546.0,Justin Hagenman,NYM,,28.4833333,77.1,0.03939394,0.24242424,0.395652173,5.237069309962655,3.960488952643533,
21662.0,Elvis Alvarado,ATH,,26.1055555,34.0,0.11971831,0.3028169,0.435897435,3.4411764705882355,4.666677445935335,
21924.0,Juan Morillo,ARI,,26.0333333,28.0,0.0877193,0.26315789,0.594202898,1.9285714285714288,4.135182191963707,
22113.0,Cole Winn,TEX,,25.35,34.1,0.13235294,0.19852941,0.523255813,1.572815231805486,5.061461598884978,
22253.0,Sean Reynolds,SDP,,26.95,28.1,0.18333333,0.18333333,0.472972972,2.858823850163162,6.770649201526276,
22273.0,Owen White,CHW,,25.6444444,84.0,0.1232493,0.18767507,0.464135021,4.285714285714286,5.203893838219699,
22872.0,Yoendrys Gomez,NYY,,25.4611111,58.0,0.10373444,0.30290456,0.369565217,1.7068964955922985,4.008687208852744,
22915.0,Carlos Vargas,SEA,,25.4666666,8.2,0.08108108,0.16216216,0.615384615,5.19230578778128,4.203748819571955,
23162.0,Eduarniel Nunez,SDP,,25.8166666,52.2,0.14418605,0.35348837,0.538461538,2.5632909845224825,3.653585582593048,
23223.0,Michael Mercado,PHI,,25.9611111,56.2,0.13229572,0.23735409,0.458064516,4.92352913556216,4.952923110488727,
23237.0,Juan Mejia,COL,,24.7416666,16.1,0.11940299,0.37313433,0.4,3.857143607848733,3.482360619225921,
23335.0,Joey Cantillo,CLE,,25.2861111,35.0,0.11184211,0.29605263,0.471910112,5.914285714285715,3.710549054048716,
23793.0,Braxton Ashcraft,PIT,,25.4888888,52.0,0.08085106,0.25531915,0.50340136,5.019230930322026,3.698836359058176,
23875.0,Omar Cruz,SDP,,26.1805555,90.0,0.13902439,0.22682927,0.348,4.700000099605986,5.789756834664693,
