PlayerName,Org,Level,Age,xFIP,K%,BB%,IP,GB%,ERA,K-BB%,playerId,fg_pos,fg_top_100,fg_org_rk,fg_fb,fg_sl,fg_cb,fg_ch,fg_cmd,fg_fv,FA/Team,mlb_top30,mlb_top30_rank,mlb_top30_scraped_date,mlb_top30_match_method,mlb_top30_match_score,mlb_player_url,mlb_top30_source_url,mlb_top30_org_slug,mlb_year,mlb_grades_json,mlb_blurb,pitcherlist_in_list,pitcherlist_org_rank,pitcherlist_match_method,pitcherlist_match_score,pitcherlist_blurb,pitcherlist_has_blurb,pitcherlist_blurb_article_date,pitcherlist_blurb_article_url,pitcherlist_blurb_scraped_date,pitcherlist_org_rank_pl,pitcherlist_blurb_pl,pitcherlist_has_blurb_pl,pitcherlist_blurb_article_date_pl,pitcherlist_blurb_article_url_pl,pitcherlist_blurb_scraped_date_pl,p1500_in_list,p1500_org_rank,p1500_scraped_date,p1500_match_method,p1500_match_score,p1500_source_url,p1500_org_slug,p1500_org_rank_p1500,p1500_scraped_date_p1500,p1500_source_url_p1500,p1500_org_slug_p1500,ps_AAA_Name,ps_AAA_Org,ps_AAA_Pos,ps_AAA_Age,ps_AAA_PA,ps_AAA_AB,ps_AAA_Pitches,ps_AAA_Tracked%,ps_AAA_wOBA,ps_AAA_Bat Speed,ps_AAA_Barrel %,ps_AAA_BB%,ps_AAA_Chase%,ps_AAA_EV,ps_AAA_Max EV,ps_AAA_50th% EV,ps_AAA_90th% EV,ps_AAA_Hard Hit%,ps_AAA_K%,ps_AAA_L°,ps_AAA_Whiff%,ps_AAA_Swing%,ps_AAA_Z-Swing%,ps_AAA_Z-Contact%,ps_AAA_SwStr%,ps_AAA_Pull Air%,ps_AAA_BA,ps_AAA_OBP,ps_AAA_SLG,ps_AAA_BABIP,ps_AAA_BB,ps_AAA_2B,ps_AAA_3B,ps_AAA_Hits,ps_AAA_HR,ps_AAA_K,ps_AAA_Swings,ps_AAA_Whiffs,ps_AAA_psStuff+,ps_AAA_Max Velo,ps_AAA_Barrel%,ibw_year,ibw_rank,ibw_blurb,ibw_url,ibw_match_method,ibw_match_score,xFIP_pct,K%_pct,BB%_pct,K-BB%_pct,SkillScore,_mlb_top30_rank_pct_rankscore,_pitcherlist_org_rank_pct_rankscore,_p1500_org_rank_pct_rankscore,_ibw_rank_pct_rankscore,RankSources,RankCoverage,RankScore,DynastyScore_65_35,SampleReliability,Proj_ETA_Bucket,AgeForLevel_Delta,AgeForLevel_Score,Proj_Confidence,Proj_Impact,Proj_Risk,Proj_SP_Prob,Proj_Role,Proj_DynastyUtility,_trend_key,trend_key_method
Gavin Collyer,TEX,AAA,23.8861111,4.622252514033267,0.29861111,0.15972222,61.1,0.363013698,4.402174278107873,0.13888889000000001,sa3011742,SIRP,,28,55 / 60,55 / 60,,,30 / 40,40,FA,True,26.0,2026-01-30,exact,100.0,https://www.mlb.com/milb/prospects/2025/rangers/gavin-collyer-686560,https://www.mlb.com/milb/prospects/2025/rangers/,rangers,2025.0,"{""Fastball"": 60, ""Slider"": 55, ""Control"": 40, ""Overall"": 40}","As a Georgia high schooler with a wispy 6-foot-1 frame, quality stuff and plenty of projection remaining, Collyer reminded scouts of what Walker Buehler looked like in high school. Though he lacked Buehler's polish, the Rangers bought into his upside and signed him away from a Clemson commitment with a well-over-slot $585,000 bonus in the 12th round of the 2019 Draft. His development has taken longer than expected, but he has looked better since becoming a full-time reliever in mid-2023. Collyer always has stood out with his feel for spin and can exceed 3,000 rpm on his mid-80s slider with sweep, an offering that can be devastating at times but also gets hit hard when he leaves it over the plate. He throws it more than his fastball and occasionally will turn it into a low-90s cutter. His heater has gained velocity this season, dealing at 96-98 mph and reaching triple digits with late armside run, and is his most effective option. Right-handers have trouble picking up Collyer's pitches as he slings them out of a low arm slot, but his funky wide-angle delivery hampers his control as much as it provides deception. His walk rate has climbed as he has risen through the Minors, and he'll be more of a middle reliever than a late-inning option if he can refine his control and command. He became a Minor League free agent after the season and Texas made sure to re-sign him. Last Prospect 25 Dalton Pence Next Prospect 27 Carter Baumler Rangers Prospect Headlines Rangers invite top prospect Walcott to camp, ink Gomber to Minors deal January 29, 2026 Breaking down the prospect cost to land All-Star pitcher Gore January 26, 2026 Rangers' top prospect Walcott rated No. 7 overall for 2026 January 23, 2026 Rangers flex international muscle again with Top 10 signee, No. 3 hurler January 15, 2026 Why Rangers aren't rushing 'unique talent' Walcott December 22, 2025 Rangers shield 3 prospects from Rule 5 Draft November 18, 2025 Surprise! Saguaros stun way to AFL title with late rally November 14, 2025 These top Texas prospects have been busy on AFL mound November 10, 2025 More Prospects News Rangers Prospect Highlights 00:54 Breaking down #7 prospect Sebastian Walcott January 23, 2026 00:56 Top Prospects: Sebastian Walcott, SS, Rangers January 15, 2026 00:30 Winston Santos' four strikeouts November 10, 2025 00:20 Ezequiel Duran's two-run homer November 1, 2025 00:29 Malcolm Moore's solo homer November 1, 2025 00:25 Dylan Dreiling's three-run home run October 16, 2025 00:29 Mal",False,,none,0.0,,False,,,,,,,,,,False,,,none,48.275862068965516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,0.2966101694915254,0.7457627118644068,0.13559322033898302,0.4491525423728814,41.1,0.0,,,,1,0.25,0.0,26.715000000000003,1.0,0–1 yr,-1.1138888999999992,63.36666679999999,40.0,40.12450002,30.0,0.5599999999999998,Mixed,34.229358368999996,sa3011742,playerId
Ben Peoples,TBR,AAA,23.9166666,4.871889671789065,0.25862069,0.12931034,55.2,0.367647058,3.2335334142346226,0.12931035,sa3011784,SIRP,,38,55 / 60,45 / 50,,40 / 55,30 / 40,40,FA,False,,,none,50.0,,,,,,,False,,none,47.61904761904762,,False,,,,,,,,,,False,,,none,0.0,,,,,,,Ben Peoples,CHW,P,24.0,28.0,24.0,114.0,100.0,0.279,,,14.3,37.5,62.4,,,,0.0,46.4,'-0.5,32.1,46.491,48.0,66.0,14.9,,0.167,0.286,0.333,0.3,4.0,1.0,0.0,4.0,1.0,13.0,53.0,17.0,102.8,96.9,0.0,,,,,none,0,0.2033898305084746,0.5084745762711864,0.34745762711864403,0.4067796610169492,35.41,,,,,0,0.0,,35.41,1.0,0–1 yr,-1.0833334000000008,63.00000080000001,25.0,39.54850012,35.0,0.5599999999999998,Mixed,30.146825214000003,sa3011784,playerId
Shane Drohan,BOS,AAA,26.2333333,3.4915412547962537,0.33744856,0.09053498,60.0,0.429629629,2.699999914169314,0.24691358000000002,sa3014447,MIRP,,41,40 / 40,50 / 50,55 / 55,60 / 60,40 / 40,35+,FA,True,30.0,2026-01-30,exact,100.0,https://www.mlb.com/milb/prospects/2025/redsox/shane-drohan-675660,https://www.mlb.com/milb/prospects/2025/redsox/,redsox,2025.0,"{""Fastball"": 50, ""Curveball"": 55, ""Slider"": 55, ""Cutter"": 40, ""Changeup"": 50, ""Control"": 45, ""Overall"": 40}","Drohan worked just 72 2/3 innings in three seasons at Florida State because of control woes and the pandemic, but the Red Sox liked him enough to give him third-round money ($600,000) as a fifth-rounder in 2020. The White Sox grabbed him in the 2023 Rule 5 Draft but returned him to Boston after he had nerve decompression surgery on his shoulder the following February. He missed three months with forearm inflammation in 2025 but logged a 2.27 ERA with 67 strikeouts in 47 2/3 innings at Triple-A when healthy, which allowed him to claim a spot on the 40-man roster in November. That effectiveness in Triple-A came because Drohan's fastball and slider were better than they had been previously in pro ball. His heater gained a tick in velocity, sitting at 93-94 mph and touching 96, and played better up in the strike zone. His mid-80s slider showed improved action, enabling it to get more chases as well as in-zone swings-and-misses. Drohan's upper-70s curveball gives him a second solid pitch, though his fading mid-80s changeup regressed and his upper-80s cutter got hammered last season. He cut his walk rate to 8 percent at Triple-A, down from 12 percent earlier in his career, and he thrived by working ahead in the count more often. He still has a ceiling of a back-of-the-rotation starter but now appears to have a greater chance of reaching it. Last Prospect 29 Tyler Uberstine Red Sox Prospect Headlines These Red Sox prospects could crack the Top 100 soon January 29, 2026 Red Sox land 4 prospects -- 3 pitchers! -- on Top 100 list January 23, 2026 INF Romero, Boston's No. 6 prospect, among non-roster invites to camp January 23, 2026 Red Sox add pair of top 50 international prospects January 15, 2026 How many bananas did he eat?? Tolle has stories, sound effects at Fenway Fest January 12, 2026 These prospects have the best tools in the Red Sox farm system January 12, 2026 After rocketing to Majors in '25, Tolle is ready to take next step December 22, 2025 How new acquisition Jake Bennett fits the Red Sox pitching mold December 19, 2025 More Prospects News Red Sox Prospect Highlights 08:26 Payton Tolle talks Rookie Career Development Program January 22, 2026 00:43 Top Prospects: Franklin Arias, SS, Red Sox January 19, 2026 00:51 Top Prospects: Kyson Witherspoon, RHP, Red Sox January 19, 2026 00:48 Top Prospects: Mikey Romero, 3B, Red Sox January 15, 2026 00:58 Top Prospects: Connelly Early, LHP, Red Sox January 12, 2026 00:59 Top Prospects: Payton Tolle, LHP, Red Sox J",False,,none,52.17391304347826,,False,,,,,,,,,,False,,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,0.847457627118644,0.923728813559322,0.728813559322034,0.9661016949152542,86.21,0.0,,,,1,0.25,0.0,56.0365,1.0,0–1 yr,1.2333333000000017,35.20000039999998,40.0,69.50645005999999,42.33333300000002,0.6799999999999999,SP,39.96790265699999,sa3014447,playerId
Nick Frasso,LAD,AAA,26.4527777,5.777260852614536,0.1971831,0.12394366,79.0,0.418803418,5.354430379746836,0.07323944,sa3014492,SP,,14,50 / 50,45 / 55,,45 / 60,40 / 50,40+,FA,False,,,none,48.0,,,,,,,False,,none,48.0,,False,,,,,,,,,,False,,,none,0.0,,,,,,,Nick Frasso,LAD,P,27.0,9.0,7.0,37.0,100.0,0.154,,,22.2,11.8,100.9,,,,80.0,22.2,14.6,23.1,35.135,55.0,81.8,8.1,,0.0,0.222,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,13.0,3.0,107.8,96.9,0.0,,,,,none,0,0.0423728813559322,0.0847457627118644,0.38983050847457623,0.11016949152542373,14.27,,,,,0,0.0,,14.27,1.0,0–1 yr,1.4527776999999986,32.56666760000002,25.0,17.014500140000003,49.527776999999986,0.5599999999999998,Mixed,11.740692033000006,sa3014492,playerId
Tekoah Roby,STL,AAA,23.5361111,3.359373809563444,0.27556818,0.05965909,87.1,0.434210526,3.0916031659687992,0.21590909,sa3014519,MIRP,,11,45 / 50,55 / 55,70 / 70,40 / 60,40 / 40,45,SL,True,8.0,2026-01-30,exact,100.0,https://www.mlb.com/milb/prospects/2025/cardinals/tekoah-roby-694358,https://www.mlb.com/milb/prospects/2025/cardinals/,cardinals,2025.0,"{""Fastball"": 55, ""Curveball"": 60, ""Slider"": 50, ""Changeup"": 50, ""Control"": 50, ""Overall"": 45}","Roby signed with the Rangers for $775,000 as the 86th overall pick in the shortened 2020 Draft and has shown flashes of being at least a midrotation starter in his four Minor League seasons since. That said, he’s only topped 100 innings once (at High-A Hickory in 2022) and didn’t throw more than 60 during the regular season in either 2023 or 2024 due to shoulder issues. He was traded from Texas to St. Louis while on the Double-A IL in the 2023 Deadline deal for Jordan Montgomery and Chris Stratton but missed more than three months of what should have been his first full season as a Cardinal last year. The 6-foot-1 right-hander sat 94-97 mph in the Texas League before his latest stay on the shelf but was more in the 92-95 range over three Single-A rehab appearances late in the year. The heater can act like a plus pitch when the velo’s there due to a flat angle and good extension. His 80-83 mph curveball remains the best pitch in his arsenal, a real snapper that generated a ton of whiffs. He’d also show a harder slider and a low-80s changeup with tons of separation off the heat despite being a fourth pitch in terms of usage. Righties crushed Roby in 2024, especially the four-seamer if he didn’t locate it high enough in or above the zone. He’s at his best when he’s playing a north-south game with the heat and the deuce, but there’s also no grade for health. Roby threw 78 1/3 innings between Double-A and Triple-A in 2025 -- his highest mark since 2022 -- but needed Tommy John surgery in late July, a procedure that will shut him down until the second half of 2026 at the earliest. Last Prospect 7 Brandon Clarke Next Prospect 9 Yhoiker Fajardo Cardinals Prospect Headlines Cards top prospect Wetherholt among 27 non-roster invitees heading to spring camp January 26, 2026 Wetherholt leads way as 5 Cards prospects make Top 100 list January 23, 2026 On the doorstep of the Majors, Wetherholt eager to take that big step January 18, 2026 Top 10 ranked OF from Dominican highlights Cards' international class January 15, 2026 After stumble out of gate in 2025, Crooks wants 'to do it all' in '26 December 29, 2025 His bat already feared, Wetherholt wants to round out game in '26 December 22, 2025 Bloom excited by upside of arms acquired in Gray deal December 1, 2025 From 16 to 25, here is the best prospect at each age November 25, 2025 More Prospects News Cardinals Prospect Highlights 05:04 JJ Wetherholt Hometown Tour January 27, 2026 00:46 Breaking down #5 prospect JJ Wether",False,,none,40.0,,False,,,,,,,,,,False,,,none,0.0,,,,,,,Tekoah Roby,STL,P,24.0,36.0,33.0,131.0,100.0,0.248,,,5.6,21.6,92.7,,,,61.5,27.8,12.5,27.3,50.382,61.7,77.6,13.7,,0.182,0.25,0.303,0.227,2.0,1.0,0.0,6.0,1.0,10.0,66.0,18.0,108.7,98.2,7.7,2025,397,"STL, RHP, 23.6 – I poured some cold water on Roby this off-season when everyone was ranking him over Tink Hence (not me, and maybe some foreshadowing on everyone ranking Quinn Mathews over Hence now, although I actually like Mathews a ton, so it’s not a completely comparable situation), and Roby had a straight terrible season. He put up a 6.57 ERA with a 22.2/8.5 K%/BB% in 38.1 IP at mostly Double-A. He missed a large chunk of the season due to a shoulder injury, but he looked just as bad before the injury as he did when he returned from it. He can definitely bounce back in 2025 if he’s healthy with a mid 90’s fastball, plus curve, and diverse pitch mix, but he’s just not a very highly sought after pitching prospect right now. He’s in prove it territory. – ETA: 2026 Prime Projection: 8/4.27/1.33.133 in 140 IP",https://www.imaginarybrickwall.com/top-500-mlb-prospects-rankings-for-2025-fantasy-baseball-dynasty-leagues/,exact,100,0.864406779661017,0.6271186440677966,0.9830508474576272,0.9067796610169492,83.19,73.07692307692308,,,20.321931589537222,2,0.5,35.95770133622247,66.65869546767786,1.0,0–1 yr,-1.4638889000000006,67.56666680000001,55.0,75.88710866030337,25.0,0.6799999999999999,SP,54.91253225713652,sa3014519,playerId
Dax Fulton,MIA,AAA,23.4583333,3.8425037967782623,0.23780488,0.1199187,106.2,0.469594594,5.231250405348868,0.11788618,sa3014535,SP,,6,50 / 50,50 / 55,,50 / 55,40 / 55,45,LB,True,17.0,2026-01-30,exact,100.0,https://www.mlb.com/milb/prospects/2025/marlins/dax-fulton-690978,https://www.mlb.com/milb/prospects/2025/marlins/,marlins,2025.0,"{""Fastball"": 55, ""Curveball"": 60, ""Slider"": 60, ""Changeup"": 50, ""Control"": 45, ""Overall"": 45}","Rated as the consensus best left-hander in the 2020 high school class despite having Tommy John surgery the previous fall, Fulton went in the second round and signed for $2.4 million -- still a record for a prep pitcher who missed his entire senior season. He had developed into one of the top southpaws in the Minors and was on course to make his big league debut in 2023, but he blew out his elbow again that May and required a second elbow reconstruction a month later. The Marlins added him to the 40-man roster last November after he missed the entire 2024 season, and he should be fully healthy for this season. Fulton always has exhibited tremendous feel for spin, long featuring a plus downer curveball in the low 80s and adding a slightly harder slider with similar shape after he turned pro. He has two effective fastballs, a 93-95 mph four-seamer that climbs to 97 but can straighten out at times and a two-seamer with less velocity and more sink. His fading changeup has improved and can be an average offering, though it also can get too firm in the upper-80s. Fulton uses his 6-foot-7 frame to create plenty of extension in his delivery, and he has the athleticism to repeat his mechanics. He was making steady progress with his control and command until his elbow began acting up again in 2023. He still has the makings of a mid-rotation starter but needs to demonstrate the durability to handle the role. Last Prospect 16 Brandon Compton Next Prospect 18 PJ Morlando Marlins Prospect Headlines Marlins' abundant crop of NRIs highlighted by pair of Top 100 prospects January 29, 2026 Marlins boast 5 prospects in Top 100, led by LHP White (No. 17) January 23, 2026 Top prospects Solarte, Muñoz head Marlins' 21 international signings January 15, 2026 Caissie embracing Marlins' blueprint, youthful exuberance January 13, 2026 Marlins get Cubs' No. 1 prospect, 2 more in Cabrera trade January 8, 2026 'Electric' Marlins prospect White looks to build on strong '25 campaign December 22, 2025 Marlins add top catching prospect Mack to 40-man roster November 21, 2025 As honors pile up, Snelling's proudest achievement isn't just his November 7, 2025 More Prospects News Marlins Prospect Highlights 05:39 Jakob Marsee on the benefits of the Rookie Program January 26, 2026 00:33 Breaking down #17 prospect Thomas White January 23, 2026 00:42 Breaking down #39 prospect Robby Snelling January 23, 2026 00:38 Top Prospects: Aiva Arquette, SS, Marlins January 20, 2026 00:45 Top Prospects: Ow",False,,none,47.61904761904762,,False,,,,,,,,,,False,,,none,0.0,,,,,,,Dax Fulton,MIA,P,24.0,9.0,9.0,31.0,100.0,0.0,,,0.0,25.0,85.8,,,,28.6,22.2,20.4,21.4,45.161,66.7,80.0,9.7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,3.0,97.8,95.0,0.0,,,,,none,0,0.6864406779661016,0.3728813559322034,0.423728813559322,0.3220338983050847,48.02,42.85714285714286,,,,1,0.25,33.214285714285715,42.83800000000001,1.0,0–1 yr,-1.5416667000000004,68.5000004,40.0,49.53740006000001,30.0,0.6199999999999999,Mixed,39.49183010700001,sa3014535,playerId
Marco Raya,MIN,AAA,22.65,4.79300022987591,0.22368421,0.12938596,98.2,0.489285714,6.476352019062766,0.09429825,sa3014550,MIRP,,12,50 / 50,55 / 60,55 / 60,50 / 55,35 / 40,45,LB,True,18.0,2026-01-30,exact,100.0,https://www.mlb.com/milb/prospects/2025/twins/marco-raya-694397,https://www.mlb.com/milb/prospects/2025/twins/,twins,2025.0,"{""Fastball"": 55, ""Curveball"": 50, ""Slider"": 60, ""Cutter"": 55, ""Changeup"": 50, ""Control"": 45, ""Overall"": 45}","The Twins did an excellent job scouting Raya heading into the shortened 2020 Draft, knowing what it would take to sign the Texas high schooler away from his Texas Tech commitment. Since taking him in the fourth round that year, he's run into some injury issues, with a shoulder strain keeping him on the shelf for all of the 2021 season. The next two seasons, the right-hander was on a super-cautious workload plan throwing just 127 2/3 innings combined in 2022 and 2023. Things started to click a bit more in 2024, with Raya reaching Double-A and finishing with close to 100 IP, earning a spot on the 40-man roster as a result. Raya has always excited with his pure stuff, but concerns about durability have dampened enthusiasm. He'll throw as many as six pitches at hitters, with both a four- and two-seam fastball that topped out at 97 mph and averaged over 94 in 2024. His best pitch is his plus mid-80s slider, a sweeper that misses a lot of bats. He still has a solid low-80s curve, and while his changeup wasn't used as much and was inconsistent, it still has solid characteristics. Last year, he added a 90-91 mph cutter that can be effective, though he needs to work on keeping it from blending with his sweeper. In addition to keeping his pitches distinct, Raya also needs to improve his control after walking 4.1 per nine last year. An area of focus for him this year will be his fastball command, with the belief that higher in-zone rates for his heater will bring that walk rate down. Now on the roster, it will be interesting to see how Raya responds as the workload constraints are loosened. Last Prospect 17 C.J. Culpepper Next Prospect 19 Andrew Morris Twins Prospect Headlines Twins snag lauded Venezuelan shortstop in 2026 international signing class January 15, 2026 Prielipp's elite stuff could make him key piece for Twins in '26 December 22, 2025 Which Twins prospects are shining in Winter League? October 30, 2025 How the Twins' No. 2 prospect became a hitting machine October 20, 2025 Bat-first Twins No. 13 prospect seeking defensive home in Fall League October 16, 2025 Keep an eye on these 3 prospects for 2026 October 13, 2025 Twins offseason notes: Productive prospect, awards, manager October 9, 2025 Top prospect Jenkins inching closer to Major League dream September 12, 2025 More Prospects News Twins Prospect Highlights 06:22 Kendry Rojas talks preparation, trade to Twins, more January 21, 2026 00:59 Top Prospects: Kaelan Culpepper, SS, Twins January 20, 2026 00",False,,none,50.0,,False,,,,,,,,,,False,,,none,0.0,,,,,,,Marco Raya,MIN,P,23.0,5.0,0.0,19.0,100.0,0.71,,,40.0,6.3,0.0,,,,0.0,0.0,0.0,100.0,5.263,0.0,0.0,5.3,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,113.2,96.2,0.0,,,,,none,0,0.22881355932203384,0.2457627118644068,0.3389830508474576,0.19491525423728814,25.24,26.086956521739136,,,,1,0.25,20.217391304347828,23.482086956521737,1.0,0–1 yr,-2.3500000000000014,78.20000000000002,40.0,32.65662608695652,30.0,0.5599999999999998,Mixed,33.835481739130444,sa3014550,playerId
Luis Perales,BOS,AAA,21.9638888,4.33577961512052,0.44444444,0.33333333,2.1,0.5,7.714296618301857,0.11111111000000001,sa3014677,SIRP,,17,65 / 65,,,,30 / 40,45,Shooters,True,6,2026-01-30,global_fuzzy,100.0,https://www.mlb.com/milb/prospects/2025/nationals/luis-perales-691384,https://www.mlb.com/milb/prospects/2025/nationals/,nationals,2025,"{""Fastball"": 70, ""Slider"": 50, ""Cutter"": 55, ""Splitter"": 55, ""Control"": 40, ""Overall"": 50}","Signed for $75,000 out of Venezuela in July 2019, Perales put himself on the prospect map when his fastball reached 95 mph in the Dominican Republic's Tricky League a month later. Because of the pandemic, minor injuries and getting handled with care, he worked just 127 1/3 innings in his first four years a pro. He dominated early last season, striking out 39 percent of the batters he faced while reaching Double-A in June at age 21, but he blew out his elbow in his second start there and had Tommy John surgery later that month. He returned to Minor League game action in September 2025, made six Arizona Fall League starts and was traded to the Nationals for lefty Jake Bennett in December. Perales makes up for a lack of physicality with lightning-quick arm speed that generates four-seam fastballs that averaged around 99 mph in the AFL and touched 101 with a flat approach angle and huge carry up in the strike zone. He made progress with his secondary pitches last season, particularly with an upper-80s splitter that features devastating tumble when it's on. He uses both a dropping mid-80s slider and a tighter low-90s cutter, with the latter pitch improving significantly in 2024. While Perales is athletic and gets down the mound well to create extension, he's also small for a starter and throws with some effort. He looked more like a pitcher than a thrower last year, cutting his walk rate to 8 percent (down from 13 percent in his first three pro seasons) and using his secondary offerings more often rather than just dominating with his fastball. His control wasn’t back in the Fall League, but it was still early in his TJ comeback cycle. There’s a high ceiling here as a starter with a heavy dose of relief risk, if the Nats can’t help him find the zone. Last Prospect 5 Gavin Fien Next Prospect 7 Luke Dickerson Nationals Prospect Headlines Nationals' NRI group infused with top prospects January 29, 2026 See scouting reports on all 7 of Nats' new prospects January 26, 2026 An in-depth look at prospect haul Nats got for Gore January 22, 2026 Nats enamored with upside of top international signee January 22, 2026 Nats land two Top 50 prospects in '26 international class January 15, 2026 'Sir Harry' puts world on notice with return to World Baseball Classic January 15, 2026 Ford, a sensation for Great Britain in 2023 Classic, plans to run it back in '26 January 12, 2026 Touted teen prospect brings raw talent, heat into 1st pro season with Nats January 12, 2026 More Prosp",False,,none,50.0,,False,,,,,,,,,,True,6,2026-01-25,global_fuzzy,100.0,https://www.prospects1500.com/top-50-lists/washington-nationals-top-50-prospects-2026/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,204,"BOS, RHP, 22.0 – Perales underwent Tommy John surgery in late June which will essentially knock out his entire 2025. It’s such a bummer as he was going full breakout and keeping it up at Double-A. He put up a 2.94 ERA with a 38.9/8.3 K%/BB% in 33.2 IP at High-A and Double-A. The stuff is electric with a plus to double plus mid to upper 90’s fastball. He made improvements to his changeup/splitter, which flashed nasty in 2024, and he rounds out the arsenal with a cutter and slider. He was a breakout candidate coming into the season because of the electric stuff, and it sure looked like the control and secondaries took real steps forward to combine with that stuff. He was on the path to be one of the most hyped pitching prospects this off-season before the injury. He wasn’t quite established enough in the upper minors for me to love taking the TJ discount on, and he’s not a big guy, so injury risk is a real downside, but the upside is certainly here, and he was on the verge of truly establishing himself. I would take him if the price is right, but I wouldn’t stick my neck out. – ETA: 2027 Prime Projection: 11/3.78/1.26/160 in 150 IP",https://www.imaginarybrickwall.com/top-500-mlb-prospects-rankings-for-2025-fantasy-baseball-dynasty-leagues/,exact,100,0.423728813559322,1.0,0.0,0.288135593220339,46.71,82.75862068965517,,0.0,59.154929577464785,3,0.75,51.05245264691597,48.22985842642059,0.052500000000000005,0–1 yr,-3.0361112000000006,86.4333344,46.3125,53.12445768792618,43.6875,0.5631499999999999,Mixed,43.902047839566784,sa3014677,playerId
Alex Santos II,HOU,AA,23.1416666,4.649945569379639,0.28358209,0.17910448,30.1,0.376811594,4.450549916964302,0.10447761,sa3014684,SIRP,,34,45 / 50,50 / 55,40 / 45,,30 / 40,35+,FA,False,,,none,66.66666666666667,,,,,,,False,,none,43.47826086956522,,False,,,,,,,,,,True,33,2026-01-25,fuzzy,100.0,https://www.prospects1500.com/top-50-lists/houston-astros-top-50-prospects-2026/,,33.0,2026-01-25,https://www.prospects1500.com/top-50-lists/houston-astros-top-50-prospects-2026/,,Alex Santos II,HOU,P,23.0,5.0,4.0,15.0,100.0,0.315,,,20.0,11.1,67.9,,,,0.0,0.0,4.5,14.3,46.667,100.0,83.3,6.7,,0.25,0.4,0.25,0.25,1.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,118.6,96.0,0.0,,,,,none,0,0.10596026490066224,0.6688741721854304,0.039735099337748325,0.2185430463576159,26.64,,,23.809523809523814,,1,0.25,18.452380952380953,23.774333333333335,0.7525000000000001,1–2 yr,0.14166660000000064,48.30000079999999,33.8125,29.029300120000002,37.604166000000006,0.5175249999999998,Mixed,23.845060314,sa3014684,playerId
Stevie Emanuels,ATH,AA,26.1694444,4.475836311137361,0.27642276,0.15447154,54.2,0.367647058,2.963415088653989,0.12195122,sa3014698,SIRP,,34,55 / 55,45 / 50,45 / 45,,35 / 40,35+,FA,False,,,none,0.0,,,,,,,False,,none,51.61290322580645,,False,,,,,,,,,,False,,,none,0.0,,,,,,,Stevie Emanuels,ATH,P,26.0,6.0,5.0,22.0,100.0,0.455,,,16.7,12.5,102.0,,,,100.0,16.7,38.0,14.3,31.818,42.9,83.3,4.5,,0.2,0.333,0.8,0.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,1.0,88.5,93.5,50.0,,,,,none,0,0.1589403973509934,0.6225165562913907,0.1258278145695364,0.3576158940397351,31.35,,,,,0,0.0,,31.35,1.0,1–2 yr,3.1694443999999997,11.966667200000003,25.0,28.442500080000002,60.0,0.5799999999999998,Mixed,11.192458475999999,sa3014698,playerId
Po-Yu Chen,PIT,AAA,23.4972222,4.682021520982606,0.18982387,0.10567515,112.2,0.397660818,5.112425891254755,0.08414872000000001,sa3014699,SP,,30,30 / 30,,50 / 50,,50 / 60,35+,FA,False,,,none,38.095238095238095,,,,,,,False,,none,36.36363636363637,,False,,,,,,,,,,False,,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,0.27118644067796616,0.059322033898305086,0.5508474576271186,0.1694915254237288,25.75,,,,,0,0.0,,25.75,1.0,0–1 yr,-1.5027778000000005,68.0333336,25.0,32.092500040000004,35.0,0.5599999999999998,Mixed,27.798291738000003,sa3014699,playerId
