playerId,PlayerName,Org,Level,Age,IP,BB%,K%,GB%,ERA,xFIP,K-BB%
16942.0,Luis Ortiz,PHI,,28.025,55.2,0.07725322,0.24034335,0.517006802,4.203592574319864,4.436791186104321,
17480.0,Daniel Duarte,CIN,,26.825,41.0,0.10734463,0.24858757,0.519230769,2.8536585365853657,4.43120281827159,
19315.0,Matt Krook,NYY,,28.9444444,46.0,0.17098446,0.3626943,0.535714285,1.9565217391304348,3.916976803282033,
19586.0,Forrest Whitley,HOU,,26.0444444,36.2,0.10843373,0.22289157,0.475247524,5.6454540560068605,5.50989938100512,
19588.0,Guillo Zuniga,STL,,24.975,30.2,0.1369863,0.25342466,0.313953488,7.630433991635987,5.91584611423303,
19680.0,Sixto Sanchez,MIA,,25.1722222,1.0,0.2,0.4,0.5,0.0,2.579115104675293,
19976.0,Tyson Miller,NYM,,28.1722222,53.2,0.0875576,0.28110599,0.371212121,3.0186333615656453,4.310330101387619,
20038.0,Darren McCaughan,SEA,,27.5361111,146.0,0.07042254,0.21283255,0.347629796,5.609589041095891,5.54509200531326,
20227.0,Jake Walsh,STL,,28.1972222,33.0,0.15789474,0.23026316,0.375,5.454545493953485,6.010304082259776,
20546.0,Grant Anderson,TEX,,26.2777777,41.2,0.09090909,0.35795455,0.449438202,4.103999686889672,4.034268711743284,
21052.0,Luis Gil,NYY,,25.3277777,4.0,0.14285714,0.28571429,0.5,11.25,4.275468674302101,
21065.0,Thomas Szapucki,SFG,,27.3027777,0.1,0.5,0.0,0.333333333,81.00080869409182,41.46716303465712,
21229.0,Daniel Robert,TEX,,29.0861111,44.1,0.11675127,0.26903553,0.347826086,4.263158211889242,4.931740612208161,
21281.0,Tommy Doyle,COL,,27.4166666,37.0,0.11688312,0.26623377,0.489361702,3.4054054054054053,4.678743403344541,
21306.0,Jacob Latz,TEX,,27.4805555,70.2,0.1010101,0.30639731,0.414201183,4.584905330376871,4.107154007322158,
21319.0,Bryce Montes de Oca,NYM,,27.4388888,2.1,0.41666667,0.33333333,0.333333333,11.57144551863525,8.335655017924726,
21481.0,Sean Hjelle,SFG,,26.4,110.0,0.08829569,0.1889117,0.56626506,5.318181818181818,4.949903899702159,
21527.0,James McArthur,KCR,,26.8055555,61.2,0.10869565,0.2826087,0.467948717,4.962161752883354,4.453370790550329,
21858.0,Riley Pint,COL,,25.9027777,57.1,0.20879121,0.31135531,0.561983471,6.122093566370548,5.207614638927621,
21859.0,Alex Speas,TEX,,25.575,56.2,0.15510204,0.34693878,0.513274336,2.858823850163162,4.349577823610575,
21866.0,Jordan Balazovic,MIN,,25.0388888,45.2,0.15238095,0.25714286,0.491803278,5.32116729055059,4.595716600641236,
21924.0,Juan Morillo,LAD,,24.5333333,34.1,0.16149068,0.29813665,0.517241379,5.242718932023922,4.0132937985324455,
21955.0,Yerry Rodriguez,TEX,,25.9611111,51.1,0.11538462,0.28205128,0.462121212,5.435065473587777,5.003268759560344,
22100.0,Jose Soriano,LAA,,24.9472222,25.0,0.14035088,0.28947368,0.5,4.679999977684021,4.46812381793841,
22113.0,Cole Winn,TEX,,23.85,104.0,0.15944882,0.2007874,0.348101265,7.182692307692308,6.686227695758527,
22116.0,Hagen Danner,TOR,,25.0027777,42.1,0.07514451,0.34682081,0.375,3.6141734997436568,3.352907726382187,
22175.0,Max Kranick,PIT,,26.1944444,20.2,0.1125,0.175,0.392857142,4.354840049386809,5.374123881230255,
22192.0,Hans Crouse,PHI,,25.0444444,23.0,0.19469027,0.26548673,0.254237288,5.869565217391305,6.220870611719463,
22210.0,Jeremiah Estrada,CHC,,24.9166666,32.2,0.18300654,0.30718954,0.306666666,5.510203545414327,5.701476618631735,
22253.0,Sean Reynolds,SDP,,25.45,67.2,0.16199377,0.23676012,0.405405405,5.45320171425722,5.380141861130664,
22273.0,Owen White,TEX,,24.1444444,109.1,0.12101911,0.17197452,0.452531645,4.362805149984463,5.91069116173389,
22358.0,Stephen Ridings,NYM,,28.1305555,14.0,0.14285714,0.25,0.294117647,4.5,5.606920479876655,
22533.0,Michel Otanez,ARI,,26.2444444,39.0,0.15469613,0.34254144,0.38095238,6.230769230769231,4.312053335095063,
22630.0,Keider Montero,DET,,23.2361111,127.1,0.08909091,0.29090909,0.407294832,4.664921652306428,3.8372119287424256,
22828.0,Juan Then,SEA,,23.65,39.1,0.12376238,0.16336634,0.532846715,8.466102379144441,5.676685306630276,
22872.0,Yoendrys Gomez,NYY,,23.9611111,77.0,0.1242236,0.27639752,0.35828877,3.3896104735736223,4.221872386904592,
22913.0,Francisco Morales,PHI,,23.9277777,30.0,0.20945946,0.28378378,0.544117647,6.299999949932099,5.39833674668071,
22915.0,Carlos Vargas,ARI,,23.9666666,52.2,0.14007782,0.19066148,0.578313253,6.151899699617894,5.057433241405401,
22932.0,Prelander Berroa,SEA,,23.4527777,69.1,0.14089347,0.36426117,0.385714285,2.7259617384369,3.862077524184119,
22982.0,Jose Lopez,TBR,,24.6277777,35.2,0.13636364,0.21590909,0.396396396,8.074765635448916,5.526161637999383,
23055.0,Dedniel Nunez,NYM,,27.3222222,57.0,0.12260536,0.26819923,0.412903225,5.526315789473684,4.710077217691824,
23162.0,Eduarniel Nunez,CHC,,24.3166666,46.1,0.15533981,0.2961165,0.523364485,3.1079138822976726,4.282008669988883,
23165.0,Steven Cruz,KCR,,24.2944444,54.0,0.13333333,0.30222222,0.483333333,3.499999876375556,4.442167347544423,
23223.0,Michael Mercado,TBR,,24.4611111,67.0,0.13356164,0.34931507,0.277777777,5.104477466626595,4.312203130250969,
23265.0,Cody Bolton,PIT,,25.2833333,53.2,0.09009009,0.25675676,0.385714285,4.024844339041921,4.9230110343515205,
23301.0,Janson Junk,MIL,,27.7111111,148.0,0.07484076,0.15605096,0.407172995,4.256756756756757,5.7063760274568125,
23313.0,Jose Butto,NYM,,25.5333333,94.2,0.11888112,0.20745921,0.380782918,5.894365984404812,5.585692772465075,
23324.0,Freddy Tarnok,OAK,,24.8527777,26.2,0.13207547,0.1509434,0.293333333,1.687499798834348,7.086869369856114,
23335.0,Joey Cantillo,CLE,,23.7861111,120.1,0.13307985,0.27946768,0.387959866,4.038781270129695,4.774836469155188,
23391.0,Ricky Vanasco,LAD,,24.9666666,34.1,0.09271523,0.31125828,0.511904761,2.883495432636816,3.611381154396409,
23394.0,PJ Poulin,COL,,27.1833333,50.2,0.13580247,0.16049383,0.44047619,5.328946833465292,6.470800608589332,
23449.0,Ricky Karcher,CIN,,26.0361111,66.1,0.24842767,0.23584906,0.37012987,4.613065680350735,6.983297902869196,
