playerId,PlayerName,Org,Level,Age,IP,BB%,K%,GB%,ERA,xFIP,K-BB%
16944.0,Grant Holmes,ATL,,28.3388888,44.0,0.08648649,0.2972973,0.446428571,3.6818181818181817,3.5413092609156265,
17304.0,Emmanuel Ramirez,MIA,,30.025,48.0,0.08910891,0.29207921,0.44262295,4.499999821186073,3.84536550660666,
19315.0,Matt Krook,BAL,,29.7583333,47.2,0.16336634,0.3019802,0.542857142,3.776223373282546,4.3670316376330085,
19588.0,Guillo Zuniga,LAA,,25.7888888,38.0,0.05421687,0.18674699,0.396694214,5.4473684552303645,5.056769653404293,
19924.0,Bryan Hudson,MIL,,27.2111111,21.1,0.07526882,0.34408602,0.555555555,2.953124119900429,2.639606489754152,
20271.0,Daysbel Hernandez,ATL,,27.8583333,44.2,0.13265306,0.2755102,0.440366972,2.619402686799156,4.49590322254107,
21052.0,Luis Gil,NYY,,26.1416666,19.1,0.1025641,0.37179487,0.307692307,3.7241366604141417,3.913244054423133,
21229.0,Daniel Robert,TEX,,29.9,51.0,0.08,0.315,0.401709401,2.4705883276916327,4.030930945948873,
21238.0,Allan Winans,ATL,,28.9555555,114.2,0.06458333,0.20833333,0.446745562,3.2965119203533724,4.494150702984838,
21306.0,Jacob Latz,TEX,,28.2944444,17.1,0.17721519,0.24050633,0.372093023,4.67307778011428,5.620989416013246,
21319.0,Bryce Montes de Oca,NYM,,28.2527777,10.0,0.27272727,0.25454545,0.458333333,9.9000002360344,7.62266309711745,
21487.0,Stephen Kolek,SDP,,27.2666666,6.2,0.13793103,0.24137931,0.529411764,0.0,5.169917629927955,
21859.0,Alex Speas,HOU,,26.3888888,35.2,0.2565445,0.2513089,0.413043478,10.850469296421853,6.813479077065855,
21922.0,Sauryn Lao,LAD,,24.9444444,55.2,0.092827,0.24894515,0.47368421,3.55688600919047,4.1108234448085685,
21924.0,Juan Morillo,LAD,,25.3472222,54.1,0.12765957,0.22553191,0.527027027,4.638037101528536,4.205659729142017,
22113.0,Cole Winn,TEX,,24.6638888,23.0,0.07692308,0.26923077,0.412698412,5.478260869565218,4.562739584383907,
22116.0,Hagen Danner,TOR,,25.8166666,41.1,0.08,0.25142857,0.382608695,3.266129434170807,4.250588801010025,
22253.0,Sean Reynolds,SDP,,26.2638888,57.1,0.12927757,0.28136882,0.459459459,5.808139881075835,4.738018583659312,
22273.0,Owen White,TEX,,24.9583333,105.0,0.1085595,0.19206681,0.430340557,5.828571428571428,5.6492890471503845,
22630.0,Keider Montero,DET,,24.05,57.1,0.12547529,0.23954373,0.397515527,5.023256259586091,4.912606990129694,
22872.0,Yoendrys Gomez,NYY,,24.775,84.0,0.11461318,0.26934097,0.338235294,3.85714293651435,4.798973551265802,
22915.0,Carlos Vargas,SEA,,24.7805555,58.2,0.08015267,0.17557252,0.527777777,3.6818187005264447,4.914256963398511,
22932.0,Prelander Berroa,CHW,,24.2666666,50.1,0.14937759,0.23236515,0.309859154,6.973510638459125,5.408575494900699,
23055.0,Dedniel Nunez,NYM,,28.1361111,16.1,0.1,0.37142857,0.371428571,2.7551026172512043,2.5746461548262167,
23162.0,Eduarniel Nunez,CHC,,25.1305555,60.1,0.1496063,0.2519685,0.493150684,3.2817675062255693,4.42281561474625,
23165.0,Steven Cruz,KCR,,25.1083333,56.1,0.1125,0.25833333,0.482517482,3.834319872822948,4.218720320983652,
23223.0,Michael Mercado,PHI,,25.275,75.1,0.11501597,0.23642173,0.380710659,2.3893807527929347,5.091205476653778,
23237.0,Juan Mejia,COL,,24.0555555,56.2,0.13229572,0.26070039,0.493333333,5.082352634680744,3.770345344972395,
23313.0,Jose Butto,NYM,,26.3472222,54.1,0.08888889,0.20888889,0.438709677,2.6503069965673336,4.887683303140512,
23324.0,Freddy Tarnok,OAK,,25.6666666,31.2,0.13605442,0.24489796,0.317647058,7.389475167821617,5.41270341212623,
23335.0,Joey Cantillo,CLE,,24.6,46.2,0.14903846,0.27884615,0.452991452,4.43571508265894,4.6707361181354585,
23381.0,Nolan Hoffman,BAL,,26.9583333,62.0,0.13888889,0.28125,0.518987341,3.774193548387097,4.098209123601837,
