PlayerName,Org,Level,Age,xFIP,K%,BB%,IP,GB%,ERA,K-BB%,playerId,fg_pos,fg_top_100,fg_org_rk,fg_fb,fg_sl,fg_cb,fg_ch,fg_cmd,fg_fv,FA/Team,mlb_top30,mlb_top30_rank,mlb_top30_scraped_date,mlb_top30_match_method,mlb_top30_match_score,mlb_player_url,mlb_top30_source_url,mlb_top30_org_slug,mlb_year,mlb_grades_json,mlb_blurb,pitcherlist_in_list,pitcherlist_org_rank,pitcherlist_match_method,pitcherlist_match_score,pitcherlist_blurb,pitcherlist_has_blurb,pitcherlist_blurb_article_date,pitcherlist_blurb_article_url,pitcherlist_blurb_scraped_date,pitcherlist_org_rank_pl,pitcherlist_blurb_pl,pitcherlist_has_blurb_pl,pitcherlist_blurb_article_date_pl,pitcherlist_blurb_article_url_pl,pitcherlist_blurb_scraped_date_pl,p1500_in_list,p1500_org_rank,p1500_scraped_date,p1500_match_method,p1500_match_score,p1500_source_url,p1500_org_slug,p1500_org_rank_p1500,p1500_scraped_date_p1500,p1500_source_url_p1500,p1500_org_slug_p1500,ps_AAA_Name,ps_AAA_Org,ps_AAA_Pos,ps_AAA_Age,ps_AAA_PA,ps_AAA_AB,ps_AAA_Pitches,ps_AAA_Tracked%,ps_AAA_wOBA,ps_AAA_Bat Speed,ps_AAA_Barrel %,ps_AAA_BB%,ps_AAA_Chase%,ps_AAA_EV,ps_AAA_Max EV,ps_AAA_50th% EV,ps_AAA_90th% EV,ps_AAA_Hard Hit%,ps_AAA_K%,ps_AAA_L°,ps_AAA_Whiff%,ps_AAA_Swing%,ps_AAA_Z-Swing%,ps_AAA_Z-Contact%,ps_AAA_SwStr%,ps_AAA_Pull Air%,ps_AAA_BA,ps_AAA_OBP,ps_AAA_SLG,ps_AAA_BABIP,ps_AAA_BB,ps_AAA_2B,ps_AAA_3B,ps_AAA_Hits,ps_AAA_HR,ps_AAA_K,ps_AAA_Swings,ps_AAA_Whiffs,ps_AAA_psStuff+,ps_AAA_Max Velo,ps_AAA_Barrel%,ibw_year,ibw_rank,ibw_blurb,ibw_url,ibw_match_method,ibw_match_score,xFIP_pct,K%_pct,BB%_pct,K-BB%_pct,SkillScore,_mlb_top30_rank_pct_rankscore,_pitcherlist_org_rank_pct_rankscore,_p1500_org_rank_pct_rankscore,_ibw_rank_pct_rankscore,RankSources,RankCoverage,RankScore,DynastyScore_65_35,SampleReliability,Proj_ETA_Bucket,AgeForLevel_Delta,AgeForLevel_Score,Proj_Confidence,Proj_Impact,Proj_Risk,Proj_SP_Prob,Proj_Role,Proj_DynastyUtility,_trend_key,trend_key_method
Noah Cameron,KCR,MLB,25.0194444,3.376777039205529,0.25862069,0.08045977,42.2,0.54054054,3.374999597668696,0.17816092,30184,SP,,15,45 / 45,,50 / 55,60 / 60,50 / 55,40+,FA,False,,,none,58.33333333333333,,,,,,,True,7,fuzzy,100.0,,False,1/27/2025,https://pitcherlist.com/2025-kansas-city-royals-top-dynasty-baseball-prospects/,2026-01-30,7.0,,False,1/27/2025,https://pitcherlist.com/2025-kansas-city-royals-top-dynasty-baseball-prospects/,2026-01-30,False,,,none,69.23076923076923,,,,,,,Noah Cameron,KCR,P,26.0,41.0,39.0,142.0,100.0,0.307,,,2.4,35.7,87.8,,,,39.4,17.1,2.5,22.7,52.448,68.5,84.0,11.9,,0.282,0.3,0.41,0.323,1.0,2.0,0.0,11.0,1.0,7.0,75.0,17.0,89.5,95.9,6.1,2025,316,"KCR, LHP, 25.8 – Cameron is probably your classic back end, crafty lefty with a 92.2 MPH fastball that gets decent movement and has some bat missing ability, but it’s not one of those low 90’s fastballs to get really excited about. It’s the plus control and plus changeup that has been befuddling upper minors hitters, and we know that profile can often stall in the majors. Regardless, he’s knocking on the door of the bigs, and the upper minors production is certainly there with a 3.08 ERA and 27.8/6.7 K%BB% in 128.2 IP split between Double-A and Triple-A. He also throws a solid curve and cutter, giving him a starter’s pitch mix. I wouldn’t completely rule out of a mid rotation outcome, but considering his age and stuff, that seems like the very, very high end. 2025 Projection: 2/4.38/1.35/52 in 60 IP Prime Projection: 10/4.11/1.28/143 in 160 IP",https://www.imaginarybrickwall.com/top-500-mlb-prospects-rankings-for-2025-fantasy-baseball-dynasty-leagues/,exact,100,0.8808290155440415,0.49740932642487046,0.6865284974093264,0.5906735751295337,68.28,,57.14285714285714,,37.8698224852071,2,0.5,39.01521555367709,58.03732544378698,1.0,MLB,-1.9805555999999989,73.76666719999999,55.0,66.03019771313609,25.0,0.6399999999999999,Mixed,51.716922410911245,30184,playerId
Jackson Jobe,DET,MLB,21.9833333,4.760480403570201,0.20634921,0.0952381,16.1,0.452380952,3.857143607848733,0.11111111,30203,SP,18.0,1,50 / 60,50 / 60,,55 / 60,40 / 50,55,FA,False,,,none,48.0,,,,,,,False,,none,48.0,,False,,,,,,,,,,False,,,none,0.0,,,,,,,Jackson Jobe,DET,P,23.0,63.0,57.0,245.0,100.0,0.298,,,9.5,23.3,91.8,,,,52.6,20.6,14.2,19.8,47.347,64.8,82.6,9.4,,0.175,0.254,0.439,0.128,6.0,0.0,0.0,10.0,5.0,13.0,116.0,23.0,111.9,99.8,15.8,2025,21,"DET, RHP, 22.8 – I love Jobe. He’s definitely an elite pitching prospect. But there are a few other truly elite pitching prospects in the minors right now (Painter, Schultz, Bubba, Kumar), and Jobe’s 25.6/12.0 K%/BB% in 91.2 IP at mostly Double-A just isn’t as impressive as theirs. It came with a 2.34 ERA, and the stuff is filthy with a 97 MPH plus fastball and 3 potentially plus secondaries in his sweeper, changeup, and cutter, so he’s right there with all of them, he just doesn’t hold down the top spot right now. Or the top 2. I have him 4th behind Painter, Schultz and Bubba, but there is no shame in that game as those guys are potentially true aces, just like Jobe is. Jobe should break camp with the team in 2025, or not every long after that, and while I wouldn’t expect an ace season right out of the gate, I’m betting on him getting there eventually. – 2025 Projection: 8/3.83/1.27/136 in 140 IP Prime Projection: 14/3.31/1.08/207 in 180 IP",https://www.imaginarybrickwall.com/top-500-mlb-prospects-rankings-for-2025-fantasy-baseball-dynasty-leagues/,exact,100,0.3264248704663213,0.14507772020725387,0.5569948186528497,0.23056994818652848,31.13,,,,96.05522682445759,1,0.25,74.44280078895463,46.289480276134114,0.4025,MLB,-5.016666699999998,100.0,25.0625,46.00834408284024,44.9375,0.5140249999999998,Mixed,38.975629837278106,30203,playerId
Hunter Dobbins,BOS,MLB,24.9,4.955591832536425,0.20689655,0.08045977,21.2,0.354838709,4.984614653277081,0.12643678000000003,30240,SP,,22,50 / 50,50 / 50,55 / 55,,45 / 50,40,FA,False,,,none,53.84615384615385,,,,,,,False,,none,48.0,,False,,,,,,,,,,False,,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,0.2642487046632125,0.15025906735751296,0.6865284974093264,0.2849740932642487,32.99,,,,,0,0.0,,32.99,0.53,MLB,-2.1000000000000014,75.20000000000002,13.25,39.32150000000001,46.75,0.5152999999999999,Mixed,28.37217500000001,30240,playerId
Jaden Hill,COL,MLB,24.5888888,3.163968192269992,0.35294118,0.06722689,30.0,0.507936507,4.2,0.28571429000000004,30250,SIRP,,13,60 / 60,60 / 60,,60 / 60,30 / 40,40+,FA,False,,,none,50.0,,,,,,,False,,none,41.666666666666664,,False,,,,,,,,,,False,,,none,50.0,,,,,,,Jaden Hill,COL,P,26.0,39.0,32.0,170.0,100.0,0.292,,,10.3,35.4,80.1,,,,41.7,28.2,1.7,32.9,44.706,48.4,76.3,14.7,,0.188,0.308,0.344,0.238,4.0,2.0,0.0,6.0,1.0,11.0,76.0,25.0,104.8,99.0,16.7,,,,,none,0,0.9119170984455959,0.927461139896373,0.8290155440414508,0.9507772020725389,90.43,,,,,0,0.0,,90.43,0.75,MLB,-2.4111112000000006,78.9333344,18.75,88.70550016000001,41.25,0.6224999999999999,Mixed,53.266641952000015,30250,playerId
Luis Guerrero,BOS,AAA,23.9694444,6.8638542650664345,0.21387283,0.20231214,36.2,0.284210526,5.399999566945198,0.011560690000000012,31184,SIRP,,43,60 / 60,50 / 55,,,30 / 30,35+,FA,False,,,none,40.0,,,,,,,False,,none,40.0,,False,,,,,,,,,,False,,,none,0.0,,,,,,,Luis Guerrero,TBR,P,25.0,33.0,20.0,153.0,100.0,0.361,,,27.3,37.5,85.7,,,,0.0,30.3,10.5,33.9,38.065,38.1,69.8,12.9,,0.2,0.485,0.2,0.364,9.0,0.0,0.0,4.0,0.0,10.0,59.0,20.0,97.0,98.3,0.0,,,,,none,0,0.01680672268907568,0.31092436974789917,0.03361344537815125,0.05042016806722689,10.79,,,,,0,0.0,,10.79,0.905,0–1 yr,-1.0305555999999996,62.366667199999995,22.625,18.526500079999998,37.375,0.5571499999999998,Mixed,19.729008476,31184,playerId
Justin Wrobleski,LAD,MLB,24.0277777,5.033513010927574,0.21789883,0.09338521,61.0,0.450292397,3.836065453824357,0.12451361999999999,31204,SP,,11,50 / 55,55 / 60,55 / 55,40 / 40,35 / 60,45,FA,False,,,none,46.15384615384615,,,,,,,False,,none,43.75,,False,,,,,,,,,,False,,,none,0.0,,,,,,,Justin Wrobleski,LAD,P,25.0,34.0,33.0,150.0,100.0,0.221,,,2.9,35.8,88.7,,,,33.3,26.5,7.3,26.8,47.333,53.6,84.6,12.7,,0.182,0.206,0.303,0.217,1.0,1.0,0.0,6.0,1.0,9.0,71.0,19.0,77.3,97.0,6.7,2025,178,"LAD, LHP, 24.9 – It’s just super hard to roster Dodgers pitchers. You have no idea when or if they will get a shot, and they will get almost no leash when they do get a shot. It’s just too big of a pain in the ass for fantasy, and while I like Wrobleski, his upside isn’t quite high enough to wait around and hope he ends up in the rotation. He has a plus mid 90’s fastball that misses bats and induces weak contact, both in the upper minors and in the majors. He pairs that with a potentially above average slider as his best out pitch, and he has a diverse pitch mix (he also throws a cutter, curve, sinker, and changeup). It all resulted in a 3.76 ERA with a 25.9/7.7 K%/BB% in 95.2 IP at Double-A and Triple-A. He got knocked around in the majors with a 5.70 ERA and 16.9/10.4 K%/BB% in 36.1 IP, but he has still able to show the skills could potentially translate if given the leash. He has no leash though, and he has no rotation spot. – 2025 Projection: 3/4.29/1.33/55 in 60 IP Prime Projection: 10/3.93/1.28/155 in 160 IP",https://www.imaginarybrickwall.com/top-500-mlb-prospects-rankings-for-2025-fantasy-baseball-dynasty-leagues/,exact,100,0.21761658031088082,0.20725388601036268,0.5803108808290156,0.27979274611398963,30.57,,,,65.08875739644971,1,0.25,50.44378698224852,37.525825443786985,1.0,MLB,-2.9722222999999985,85.66666759999998,40.0,40.921247773136095,30.0,0.5199999999999998,Mixed,39.047895017911245,31204,playerId
Colton Gordon,HOU,MLB,25.5944444,4.462583313953309,0.23773585,0.06792453,63.0,0.455056179,3.4285714285714284,0.16981132,31312,SP,,28,30 / 30,50 / 55,50 / 50,45 / 50,50 / 55,35+,FA,False,,,none,42.85714285714286,,,,,,,False,,none,42.857142857142854,,False,,,,,,,,,,False,,,none,59.25925925925925,,,,,,,Colton Gordon,HOU,P,27.0,32.0,29.0,120.0,100.0,0.331,,,6.3,20.4,89.0,,,,50.0,21.9,4.1,28.6,46.667,68.2,75.6,13.3,,0.241,0.313,0.448,0.25,2.0,0.0,0.0,7.0,2.0,7.0,56.0,16.0,91.7,93.0,9.1,,,,,none,0,0.40932642487046633,0.3626943005181347,0.8134715025906736,0.533678756476684,50.69,,,,,0,0.0,,50.69,1.0,MLB,-1.4055555999999996,66.8666672,25.0,53.11650008,35.0,0.5799999999999998,Mixed,37.025758476,31312,playerId
Ben Joyce,LAA,MLB,23.8527777,2.8966961827129127,0.42857143,0.11428571,8.0,0.428571428,2.25,0.31428572,31461,SIRP,,8,80 / 80,45 / 55,,,30 / 30,40,FA,False,,,none,54.54545454545454,,,,,,,False,,none,38.095238095238095,,False,,,,,,,,,,False,,,none,54.54545454545454,,,,,,,Ben Joyce,LAA,P,25.0,35.0,28.0,143.0,100.0,0.288,,,11.4,47.4,96.2,,,,60.0,42.9,'-2.2,40.0,48.951,49.5,69.2,19.6,,0.179,0.314,0.321,0.357,4.0,2.0,1.0,5.0,0.0,15.0,70.0,28.0,119.2,103.6,20.0,,,,,none,0,0.9430051813471503,1.0,0.3471502590673575,0.9948186528497409,83.51,,,,,0,0.0,,83.51,0.2,MLB,-3.1472222999999993,87.76666759999999,5.0,84.14850014000001,55.0,0.584,Mixed,48.170158583,31461,playerId
Logan Henderson,MIL,MLB,22.3944444,3.901519098026765,0.27714286,0.08285714,86.1,0.356164383,3.648648944215063,0.19428572,31475,SIRP,,14,55 / 65,40 / 45,,60 / 60,40 / 50,40+,FA,True,7.0,2026-01-30,exact,100.0,https://www.mlb.com/milb/prospects/2025/brewers/logan-henderson-701656,https://www.mlb.com/milb/prospects/2025/brewers/,brewers,2025.0,"{""Fastball"": 55, ""Slider"": 40, ""Changeup"": 60, ""Cutter"": 45, ""Control"": 55, ""Overall"": 55}","Henderson was a wonderfully accomplished pitcher at the JuCo level as the national leader in strikeouts (169) and the Junior College World Series MVP for McLennan (Texas) CC in 2021. He went to the Brewers in the fourth round that summer, and his career has been marked by injuries since -- first elbow surgery in 2022 and then an oblique issue that delayed his opening to the 2024 season. He eventually posted a career-high 81 1/3 innings (primarily at Double-A Biloxi and Triple-A Nashville) and finished with a 3.32 ERA, 104 strikeouts and 15 walks in that span. The 5-foot-11 right-hander has developed two plus pitches in his 91-94 mph fastball and 80-82 mph changeup. Henderson’s heater averaged over 17 inches of induced vertical break at Triple-A, placing it above many bats at the top of the zone, and that movement profile helped it play above the velo. The changeup is his best pitch with sufficient fade and separation to generate plenty of whiffs on its own. Henderson’s heat map is, as expected, more vertically focused as a result. He eschewed a low-80s slider for more of an 87-89 mph cutter during his time with Nashville for a sharper, gloveside look, but even so, seven-eighths of his pitch usage comes from the fastball or change. Henderson repeats his delivery well, rarely pitching out of a full windup, and he’s become a regular strike pumper at the upper levels. That said, he can get hit around if the fastball seeps below the top of the zone or if he doesn’t bury the changeup. Added to the 40-man roster last November, the 23-year-old has dominated in his early tastes of the Major Leagues, firmly answering questions about whether his two best pitches could work as a starter in The Show. Last Prospect 6 Brandon Sproat Next Prospect 8 Andrew Fischer Brewers Prospect Headlines Top prospect Made invited to Brewers' big league camp January 27, 2026 Why the 2 newest Crew members will fit right in January 26, 2026 Made rises to No. 3, leads Brewers quintet on Top 100 list January 23, 2026 ‘Win-win’: Execs laud Mets, Brewers after Peralta trade January 22, 2026 Brewers land 2 top prospects in Williams, Sproat from Mets January 21, 2026 Brewers snap up three of the Top 50 international prospects January 15, 2026 8 prospect predictions for 2026 January 6, 2026 Brewers prospect Cairone hospitalized, 'progressing positively' after car accident January 5, 2026 More Prospects News Brewers Prospect Highlights 07:50 Brandon Sproat talks about joining the Brewers, more Ja",True,12,fuzzy,100.0,,False,1/9/2026,https://pitcherlist.com/2026-milwaukee-brewers-top-fantasy-baseball-prospects/,2026-01-30,12.0,,False,1/9/2026,https://pitcherlist.com/2026-milwaukee-brewers-top-fantasy-baseball-prospects/,2026-01-30,False,,,none,0.0,,,,,,,Logan Henderson,MIL,P,23.0,38.0,33.0,163.0,100.0,0.303,,,13.2,24.3,90.7,,,,40.0,26.3,30.2,34.3,42.945,58.4,69.2,14.7,,0.212,0.316,0.364,0.273,5.0,2.0,0.0,7.0,1.0,10.0,70.0,24.0,95.6,95.2,0.0,2025,172,"MIL, RHP, 23.1 – It’s a little worrisome that Henderson’s production took a big step back when he got to Triple-A, because the stuff isn’t really that huge, but he still wasn’t too bad with a 4.56 ERA and 26.5/6.1 K%/BB% in 23.2 IP. He was lights out at Double-A with a 3.30 ERA and 32.6/3.9 K%/BB% in 46.1 IP. The fastball only sits 92.5 MPH but it gets good movement and is a bat missing weapon. The nasty changeup is his best secondary and a heavily used pitch that both misses bats and induces weak contact. He rounds out the arsenal with a mediocre cutter. Plus control with an excellent secondary and a bat missing, low 90’s fastball can definitely work, but lack of a good breaking ball is a problem. Maybe he’s just a back end starter, but I think there is some mid rotation upside in here, and if he can develop a legitimate breaking ball (he’s still only 22 as of this writing), I don’t think it’s out of the question for him to end up a legit impact fantasy starter. You also have to trust Milwaukee with a guy like this. Henderson is definitely a nice proximity arm to target even in shallower leagues. – 2025 Projection: 3/4.31/1.30/63 in 70 IP Prime Projection: 10/3.85/1.23/155 in 155 IP",https://www.imaginarybrickwall.com/top-500-mlb-prospects-rankings-for-2025-fantasy-baseball-dynasty-leagues/,exact,100,0.6994818652849741,0.6269430051813472,0.6632124352331606,0.7098445595854922,67.3,76.92307692307692,8.333333333333337,,66.27218934911244,3,0.75,48.43666608655296,60.69783313029353,1.0,MLB,-4.605555599999999,100.0,70.0,70.22434993908806,20.0,0.5799999999999998,Mixed,62.60095747258963,31475,playerId
Caden Dana,LAA,MLB,20.6027777,5.880112516796205,0.22693267,0.12967581,87.2,0.365461847,6.570341967073522,0.09725686,31508,SP,,3,50 / 50,60 / 70,45 / 50,30 / 40,40 / 50,45,FA,False,,,none,54.54545454545454,,,,,,,True,3,fuzzy,100.0,,False,2/3/2025,https://pitcherlist.com/2025-los-angeles-angels-top-fantasy-baseball-prospects/,2026-01-30,3.0,,False,2/3/2025,https://pitcherlist.com/2025-los-angeles-angels-top-fantasy-baseball-prospects/,2026-01-30,True,5,2026-01-25,fuzzy,100.0,https://www.prospects1500.com/top-50-lists/los-angeles-angels-top-50-prospects-2026/,,5.0,2026-01-25,https://www.prospects1500.com/top-50-lists/los-angeles-angels-top-50-prospects-2026/,,Caden Dana,LAA,P,22.0,31.0,23.0,128.0,100.0,0.469,,,19.4,19.4,93.8,,,,66.7,19.4,23.8,20.4,42.188,49.5,81.3,8.6,,0.348,0.484,0.652,0.412,6.0,2.0,1.0,8.0,1.0,6.0,54.0,11.0,87.8,95.6,33.3,2025,109,"LAA, RHP, 21.4 – The Angels fast tracked the talented Dana through their farm system, because of course they did, and once again, it mostly paid off for them. With the right players, they are proving the strategy can definitely work. Dana spent the entire season at Double-A as a 20 year old and excelled with a 2.52 ERA and 27.4/7.3 K%/BB% in 135.2 IP. He then got a taste of the majors and struggled with a 9.58 ERA and 15.4/13.5 K%/BB% in 10.1 IP, but that is basically meaningless. He racked up an impressive amount of innings for a 20 year old, and that was at the end of a very long season. He most certainly looks the part at a rock solid 6’4”, 210 pounds. The fastball sat 93.7 MPH and it gets good movement with bat missing ability. There could also be another tick or 2 coming down the line. The slider is nasty and even in his rough MLB debut it performed well with a 37.5% whiff%. The lesser used changeup, curve and cutter all performed really well too with a 37.5%, 50%, and 66.7% whiff%, respectively. He has about average command of the entire arsenal. He showed off mid rotation upside in 2024, and that was as a 20 year old in the upper minors and the majors. If he can take a step forward this off-season with his arsenal and command, there could be yet another level in here. – 2025 Projection: 4/4.27/1.34/87 in 100 IP Prime Projection: 13/3.73/1.20/194 in 180 IP",https://www.imaginarybrickwall.com/top-500-mlb-prospects-rankings-for-2025-fantasy-baseball-dynasty-leagues/,exact,100,0.04663212435233166,0.26424870466321243,0.17098445595854928,0.17616580310880828,15.63,,81.81818181818181,90.0,78.69822485207101,3,0.75,75.84867312175002,36.70653559261251,1.0,MLB,-6.397222299999999,100.0,70.0,34.608460677783754,20.0,0.5199999999999998,Mixed,46.57380730500269,31508,playerId
Zach Agnos,COL,MLB,23.9416666,4.323586346654491,0.26436782,0.05747126,22.1,0.379310344,2.8208959239128344,0.20689655999999998,31552,MIRP,,31,50 / 50,50 / 55,,50 / 60,40 / 50,40,FA,False,,,none,55.55555555555556,,,,,,,False,,none,55.55555555555556,,False,,,,,,,,,,True,37,2026-01-25,fuzzy,100.0,https://www.prospects1500.com/top-50-lists/colorado-rockies-top-50-prospects-2026/,,37.0,2026-01-25,https://www.prospects1500.com/top-50-lists/colorado-rockies-top-50-prospects-2026/,,Zach Agnos,COL,P,25.0,41.0,40.0,171.0,100.0,0.317,,,2.4,32.9,88.2,,,,32.0,22.0,16.4,25.7,43.275,52.8,76.6,11.1,,0.25,0.268,0.475,0.25,1.0,0.0,0.0,10.0,3.0,9.0,74.0,19.0,94.3,96.4,20.0,,,,,none,0,0.46113989637305697,0.5492227979274611,0.8756476683937824,0.7979274611398963,63.39,,,25.0,,1,0.25,19.374999999999996,47.98475,0.5525,MLB,-3.0583333999999986,86.70000079999998,28.8125,62.264925119999994,41.1875,0.5620999999999999,Mixed,44.943591464,31552,playerId
Zach Maxwell,CIN,MLB,23.4944444,4.667726227963304,0.26422764,0.14634146,55.2,0.409722222,4.041915798354847,0.11788617999999998,31610,SIRP,,11,65 / 65,70 / 70,,,40 / 45,40+,FA,True,23.0,2026-01-30,exact,100.0,https://www.mlb.com/milb/prospects/2025/reds/zach-maxwell-687209,https://www.mlb.com/milb/prospects/2025/reds/,reds,2025.0,"{""Fastball"": 70, ""Slider"": 60, ""Control"": 35, ""Overall"": 40}","For the longest time, three things have been true of Maxwell: He’s enormous, he throws very hard and he can’t throw strikes. It was true during his three years at Georgia Tech where he struck out 14.7 per nine and walked a batter per inning. And it’s been true since the Reds took him in the sixth round of the 2022 Draft. He’s missed bats at every stop, with a 14.0 K/9 rate while reaching Triple-A in 2024, and while the walk rate is a little better than his Yellow Jackets days, he still carries a career 6.2 BB/9 rate into the 2025 season. Maxwell is a mountain of a man at 6-foot-6, 275 pounds, and he does not mess around on the mound. He comes at hitters with two power pitches. He throws his fastball almost 70 percent of the time and why not? It averaged over 99 mph last year and touched 103 mph, according to Synergy. When it’s right, it has good carry up in the zone and misses a lot of bats. So does his power 88-90 mph slider with cutter-like action, but he only lands it in the zone about half the time. There was some progress during Maxwell’s first year of pro ball as he shaved quite a bit off his walk rate, but it crept back up in 2024 even as the Reds were pleased with how he handled high-leverage situations they put him in. He’s knocking on the door to help the big league bullpen out, and what kind of role he might have will be completely dependent on any ability to find the strike zone more consistently. Last Prospect 22 Leo Balcazar Next Prospect 24 Jose Franco Reds Prospect Headlines Top prospect Lowder healthy, set to battle for Reds rotation spot January 26, 2026 After ugly injury, Callihan expects to compete for a job this spring January 22, 2026 No. 6 international prospect Angel Nuñez leads Reds' haul January 15, 2026 After impressive debut, Stewart could be key piece for Reds in '26 December 22, 2025 These 10 teams have the prospects to swing a big trade at the Winter Meetings December 2, 2025 Reds add 3 top prospects to 40-man ahead of Rule 5 Draft November 18, 2025 Reds' 19-year-old 'beast' delivers 3-HR game in Fall League playoffs November 14, 2025 After breakout season, 19-year-old Duno growing with his game this fall November 2, 2025 More Prospects News Reds Prospect Highlights 00:58 Breaking down #22 prospect Sal Stewart January 23, 2026 00:38 Breaking down #38 prospect Alfredo Duno January 23, 2026 07:51 Sal Stewart on his first MLB home run, 2026 outlook January 21, 2026 00:54 Top Prospects: Rhett Lowder, RHP, Reds January 21, 2026 01",False,,none,46.15384615384615,,False,,,,,,,,,,False,,,none,0.0,,,,,,,Zach Maxwell,CIN,P,24.0,26.0,22.0,110.0,100.0,0.353,,,15.4,30.2,83.6,,,,33.3,23.1,12.0,22.0,45.455,55.2,83.8,10.0,,0.273,0.385,0.409,0.375,4.0,3.0,0.0,6.0,0.0,6.0,50.0,11.0,105.0,100.4,0.0,,,,,none,0,0.3523316062176166,0.5440414507772021,0.0984455958549223,0.24870466321243523,33.19,12.0,,,,1,0.25,9.299999999999999,24.8285,1.0,MLB,-3.505555600000001,92.06666720000001,40.0,39.51305008,30.0,0.5199999999999998,Mixed,39.694205976000006,31610,playerId
Carson Palmquist,COL,MLB,23.7694444,5.555635020368401,0.27696793,0.12536443,78.0,0.320855614,5.0769239556508765,0.15160349999999997,31612,SP,,20,50 / 55,45 / 50,,45 / 50,45 / 50,40,SL,True,13.0,2026-01-30,exact,100.0,https://www.mlb.com/milb/prospects/2025/rockies/carson-palmquist-687223,https://www.mlb.com/milb/prospects/2025/rockies/,rockies,2025.0,"{""Fastball"": 50, ""Slider"": 55, ""Changeup"": 50, ""Control"": 50, ""Overall"": 45}","After two years as a reliever at the University of Miami, saving 14 games in 2021, Palmquist’s successful move into the weekend rotation in '22 helped his Draft stock and is a big reason why he went in the third round to the Rockies. He’s done nothing but start since then, making it up to Triple-A, the first place he had any kind of prolonged struggles, as he lost his feel a bit over his nine starts with Albuquerque. There’s confidence that Palmquist will make the necessary adjustments to find success both there and in the big leagues because he’s shown the ability to do so at every level since he’s entered pro ball. With a funky delivery that adds plenty of deception, and a lower arm slot, all of the left-hander’s pitches play up despite them grading out as largely average across the board. His fastball averages only around 91 mph, but it misses more bats than it should thanks to carry up in the zone from that lower slot. He’ll actually throw two different kinds of sliders -- a big sweepy one in the upper 70s and a slightly harder, cutter-ish one, both of which can miss bats. His low-80s changeup is also effective and hard to square up. Other than his time in Triple-A, Palmquist has largely been around the zone as he’s moved up the ladder and he loves going right after hitters and pitching inside without fear. He’s added a little strength and answered some durability questions with his 2024 campaign, so there’s hope he can start long-term, even if he is first called upon to help out of the bullpen should the need arise in Denver. Last Prospect 12 Sean Sullivan Next Prospect 14 Gabriel Hughes Rockies Prospect Headlines Yankees acquire righty Chivilli from Rockies for first-base prospect Rumfield January 28, 2026 Rox ink exciting young SS De Los Santos as int'l signing period opens January 15, 2026 How quickly can No. 2 prospect Condon help out Rockies? December 22, 2025 After Rockies' vote of confidence, Hughes has big opportunity November 21, 2025 Fast-rising Rox prospect sharpens slider in Fall League November 14, 2025 New baseball ops boss DePodesta shares his vision for Rockies in 2026 November 11, 2025 Prospect Vargas turning a corner after Tommy John surgery November 4, 2025 Rockies prospect Denton making most of AFL opportunity October 31, 2025 More Prospects News Rockies Prospect Highlights 00:53 Breaking down #24 prospect Ethan Holliday January 23, 2026 00:54 Top Prospects: Ethan Holliday, SS, COL January 16, 2026 00:52 Top Prospects: Roc Riggio, ",False,,none,38.70967741935484,,False,,,,,,,,,,True,16,2026-01-25,fuzzy,100.0,https://www.prospects1500.com/top-50-lists/colorado-rockies-top-50-prospects-2026/,,16.0,2026-01-25,https://www.prospects1500.com/top-50-lists/colorado-rockies-top-50-prospects-2026/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,0.10362694300518138,0.6217616580310881,0.227979274611399,0.45595854922279794,33.39,58.62068965517242,,68.75,,2,0.5,53.05630387931034,40.273206357758625,1.0,MLB,-3.230555599999999,88.76666719999999,55.0,43.761461987327586,25.0,0.5199999999999998,Mixed,44.69599133429742,31612,playerId
