playerId,PlayerName,Org,Level,Age,PA,BB%,K%,OBP,SLG,ISO,wRC+
15971.0,Ivan Castillo,KCR,,27.3361111,459,0.100217864,0.122004357,0.322368421,0.35235732,0.109181142,79.20000545666316
18217.0,Brett Sullivan,SDP,,28.6083333,481,0.081081081,0.122661122,0.34095634,0.446009389,0.159624413,84.5141431885717
18551.0,Ali Sanchez,DET,,25.6972222,304,0.128289473,0.256578947,0.365131578,0.394636015,0.126436782,108.04082672559068
18587.0,Brendon Davis,DET,,25.175,589,0.123938879,0.229202037,0.339558573,0.423459244,0.188866799,102.10832181408183
18603.0,Donny Sands,PHI,,26.375,267,0.149812734,0.17977528,0.400749063,0.424107142,0.125,124.2497199625316
18848.0,Yohel Pozo,TEX,,25.2972222,275,0.04,0.116363636,0.345454545,0.475095785,0.16091954,105.21919510404472
18899.0,Lucius Fox,WSN,,25.2472222,263,0.087452471,0.254752851,0.318007662,0.364806866,0.124463519,81.86459450868323
19553.0,Simon Muzziotti,PHI,,23.7611111,204,0.117647058,0.200980392,0.338235294,0.418079096,0.163841808,101.88605804619765
19608.0,Otto Lopez,TOR,,24.0,429,0.102564102,0.153846153,0.355971896,0.381333333,0.106666667,102.5130375983906
19780.0,Esteban Quiroz,CHC,,30.6222222,171,0.169590643,0.222222222,0.391812865,0.358208955,0.119402985,102.4684838353245
19828.0,Cody Thomas,OAK,,27.9805555,59,0.084745762,0.288135593,0.27118644,0.333333333,0.137254902,48.80806514406967
19859.0,Rene Pinto,TBR,,25.9138888,324,0.067901234,0.283950617,0.308641975,0.496666666,0.24,104.97939532206186
19872.0,Greg Deichmann,CHC,,27.3361111,293,0.068259385,0.324232081,0.26460481,0.324626865,0.115671642,48.76532651825862
19896.0,Connor Wong,BOS,,26.3666666,362,0.077348066,0.223756906,0.350828729,0.486322188,0.197568389,119.85947522177472
19952.0,Khalil Lee,NYM,,24.2638888,461,0.112798264,0.331887201,0.328260869,0.364102564,0.153846154,87.77567476146358
19961.0,Colton Welker,COL,,24.9777777,56,0.142857142,0.142857142,0.446428571,0.5,0.152173914,136.46140610660305
19964.0,Eguy Rosario,SDP,,23.1,582,0.10137457,0.194158075,0.363166953,0.498031496,0.212598426,104.09370478312954
19968.0,Jared Oliva,PIT,,26.8444444,364,0.071428571,0.222527472,0.321428571,0.418674698,0.156626506,96.60545290335432
20017.0,Miles Mastrobuoni,TBR,,26.9194444,588,0.110544217,0.164965986,0.37755102,0.475915221,0.175337187,125.5065558881148
20165.0,J.J. Matijevic,HOU,,26.8805555,294,0.112244897,0.244897959,0.363945578,0.542635658,0.263565891,129.23465488761894
20178.0,Miguel Vargas,LAD,,22.8722222,538,0.139405204,0.148698884,0.407063197,0.514412416,0.210643015,136.29151551642386
20263.0,Mario Feliciano,MIL,,23.8638888,317,0.056782334,0.167192429,0.325949367,0.388316151,0.113402062,93.53006688995808
20437.0,Royce Lewis,MIN,,23.3222222,161,0.111801242,0.217391304,0.391304347,0.510791366,0.208633093,136.53260313888677
20450.0,Brewer Hicklen,KCR,,26.6444444,574,0.104529616,0.357142857,0.349040139,0.507099391,0.257606491,121.03016688553733
20505.0,Drew Waters,KCR,,23.7527777,370,0.102702702,0.278378378,0.348648648,0.469512195,0.198170732,116.92155138626212
20529.0,Nolan Jones,CLE,,24.4,248,0.125,0.258064516,0.368421052,0.462616822,0.186915888,123.97035452899316
20599.0,Ivan Herrera,STL,,22.3333333,286,0.139860139,0.188811188,0.374125874,0.390041493,0.124481328,108.62362601092424
21304.0,Mark Kolozsvary,BAL,,27.075,162,0.104938271,0.314814814,0.3,0.276119402,0.111940298,62.86758456839285
21496.0,Brandon Lockridge,NYY,,25.5472222,468,0.076923076,0.273504273,0.299145299,0.379146919,0.1492891,89.68930680893122
21626.0,Griffin Conine,MIA,,25.2222222,498,0.148594377,0.369477911,0.337349397,0.442307692,0.225961539,103.36955077657286
21634.0,Ford Proctor,SFG,,25.825,474,0.149789029,0.286919831,0.355932203,0.368686868,0.131313131,96.89344606780324
21693.0,Miguel Amaya,CHC,,23.5611111,160,0.13125,0.25625,0.36875,0.45522388,0.194029851,120.81574245280356
21716.0,Enmanuel Valdez,BOS,,23.7583333,576,0.111111111,0.217013888,0.373913043,0.538767395,0.244532803,133.6789238599948
21780.0,Esteury Ruiz,MIL,,23.6277777,543,0.121546961,0.173112338,0.447565543,0.525114155,0.194063927,157.56110175711683
21865.0,Bo Naylor,CLE,,22.6111111,515,0.1592233,0.238834951,0.392233009,0.495238095,0.230952381,141.59810464571297
21871.0,Jerar Encarnacion,MIA,,24.9416666,440,0.095454545,0.284090909,0.361363636,0.511508951,0.217391304,130.8532266801536
22164.0,Payton Henry,MIA,,25.2694444,127,0.086614173,0.307086614,0.354330708,0.379629629,0.12037037,106.33395003399292
22165.0,Ryan Vilade,COL,,23.6194444,456,0.118421052,0.168859649,0.342857142,0.356234096,0.106870229,72.565141004193
22184.0,Mark Vientos,NYM,,22.8055555,432,0.101851851,0.287037037,0.356481481,0.514360313,0.234986945,124.56654452123934
22186.0,Brice Turang,MIL,,22.8611111,618,0.108414239,0.200647249,0.3592233,0.409174311,0.124770642,109.75147044185864
22202.0,Jeter Downs,BOS,,24.1777777,347,0.118155619,0.302593659,0.317002881,0.402730375,0.208191126,91.93671872042324
22239.0,Jeremiah Jackson,LAA,,22.5138888,351,0.108262108,0.219373219,0.307692307,0.403908794,0.188925081,88.74720252033183
22254.0,Joe Perez,HOU,,23.1361111,363,0.096418732,0.234159779,0.363636363,0.422018348,0.128440367,108.93525156185406
22266.0,Xavier Edwards,TBR,,23.1444444,400,0.1075,0.1875,0.328244274,0.3495702,0.103151862,81.85203395980433
22274.0,Samad Taylor,KCR,,24.2222222,283,0.098939929,0.219081272,0.340425531,0.441295546,0.178137652,108.44325208056677
22505.0,Buddy Kennedy,ARI,,23.9888888,407,0.132678132,0.199017199,0.356265356,0.387755102,0.131195336,83.27899170797485
22514.0,Triston Casas,BOS,,22.7111111,337,0.148367952,0.210682492,0.388724035,0.496428571,0.217857143,131.3998855055277
22515.0,Heliot Ramos,SFG,,23.0666666,485,0.088659793,0.239175257,0.311340206,0.356321839,0.124137931,78.97149262383749
22532.0,Tyler Freeman,CLE,,23.3611111,343,0.072886297,0.09329446,0.371345029,0.363636363,0.084175084,106.36788258752968
22541.0,George Valera,CLE,,21.8833333,579,0.131260794,0.259067357,0.352331606,0.456565656,0.208080808,121.61780175309768
22542.0,Lawrence Butler,OAK,,22.225,345,0.118840579,0.318840579,0.350724637,0.453947368,0.190789474,111.37247185677134
22557.0,Michael Siani,CIN,,23.2083333,573,0.115183246,0.167539267,0.347902097,0.406060606,0.151515152,95.15661183478326
22563.0,Gabriel Arias,CLE,,22.5944444,356,0.078651685,0.241573033,0.325842696,0.412698412,0.158730159,97.77841365015956
22650.0,Jordan Diaz,OAK,,22.1333333,529,0.052930056,0.143667296,0.364839319,0.513184584,0.188640974,118.12831637927758
22664.0,Gabriel Moreno,TOR,,22.6305555,268,0.089552238,0.167910447,0.384328358,0.418410041,0.10460251,121.70133104087236
22715.0,Maikel Garcia,KCR,,22.5777777,570,0.103508771,0.180701754,0.360424028,0.427145708,0.139720559,104.21718257977378
22823.0,Oswald Peraza,NYY,,22.2944444,439,0.079726651,0.232346241,0.326484018,0.440506329,0.184810127,104.0712605378516
22842.0,Alexander Canario,CHC,,22.4,545,0.110091743,0.275229357,0.34375,0.563291139,0.310126583,132.66945505580048
22857.0,Wenceel Perez,DET,,22.9194444,407,0.103194103,0.149877149,0.368550368,0.533707865,0.238764045,148.0160021383577
22896.0,Lenyn Sosa,CHW,,22.6833333,543,0.071823204,0.158379373,0.366482504,0.505112474,0.194274029,124.52293360805432
22906.0,Israel Pineda,WSN,,22.4944444,400,0.09,0.2375,0.325,0.458333333,0.2,113.08280713528391
23003.0,Yainer Diaz,HOU,,24.0277777,486,0.069958847,0.16255144,0.355967078,0.541573033,0.235955056,127.56557387562142
23264.0,Canaan Smith-Njigba,PIT,,23.4194444,233,0.150214592,0.240343347,0.379310344,0.40609137,0.137055838,115.7006100091549
23296.0,Jacob Amaya,LAD,,24.0777777,573,0.143106457,0.197207678,0.368237347,0.424116424,0.164241165,107.86432314213508
23312.0,Ryan Noda,LAD,,26.5027777,583,0.157804459,0.279588336,0.392795883,0.471458773,0.213530655,123.85682594997724
23690.0,Brayan Rocchio,CLE,,21.7166666,598,0.090301003,0.173913043,0.336134453,0.417938931,0.158396947,107.77604452068208
23691.0,Jose Tena,CLE,,21.5305555,584,0.049657534,0.243150684,0.303602058,0.413919413,0.148351648,95.92418139615695
23695.0,Everson Pereira,NYY,,21.475,452,0.095132743,0.280973451,0.347345132,0.46419753,0.190123456,122.19887247334908
23698.0,Ronny Mauricio,NYM,,21.4916666,545,0.044036697,0.233027522,0.293577981,0.467836257,0.210526316,106.47473000872932
23772.0,Wilyer Abreu,BOS,,23.2694444,584,0.195205479,0.267123287,0.397260273,0.435064935,0.188311689,125.03826766129929
23782.0,Leo Jimenez,TOR,,21.3722222,307,0.09446254,0.205211726,0.335504885,0.372549019,0.149019608,104.64948489839018
23788.0,Jordyn Adams,LAA,,22.9527777,487,0.086242299,0.256673511,0.315463917,0.330232558,0.093023256,83.62020000143025
23789.0,Blaze Alexander,ARI,,23.3055555,412,0.092233009,0.252427184,0.387804878,0.539106145,0.237430168,120.18845810961984
23794.0,Jordan Groshans,MIA,,22.8916666,439,0.125284738,0.161731207,0.355353075,0.329815303,0.068601583,94.53447633811876
23800.0,Parker Meadows,DET,,22.9138888,560,0.1,0.192857142,0.348837209,0.478527607,0.204498978,125.9745730150504
23802.0,Anthony Seigler,NYY,,23.2805555,419,0.21718377,0.198090692,0.403341288,0.367088607,0.132911392,125.3878531333816
23818.0,Ji Hwan Bae,PIT,,23.1805555,478,0.10041841,0.171548117,0.358490566,0.424528301,0.139150943,110.834440935536
23917.0,Jorbit Vivas,LAD,,21.5611111,575,0.109565217,0.102608695,0.372822299,0.39876033,0.130165289,120.37479011481568
23968.0,Jorge Barrosa,ARI,,21.6222222,567,0.118165784,0.160493827,0.366548042,0.436475409,0.161885246,94.75059313114788
23985.0,Osleivis Basabe,TBR,,22.05,499,0.08016032,0.118236472,0.386317907,0.464285714,0.138392857,129.62467626754471
23986.0,Curtis Mead,TBR,,21.9305555,343,0.104956268,0.189504373,0.387755102,0.527210884,0.227891157,139.71791474787832
24064.0,Ezequiel Tovar,COL,,21.1666666,338,0.079881656,0.198224852,0.396449704,0.57704918,0.242622951,159.7353215229333
24257.0,Jhonkensy Noel,CLE,,21.2111111,554,0.088447653,0.274368231,0.308664259,0.48472505,0.256619144,114.06530395916865
